ord,date,HCHC,HCHP,TENSION,PAPP
8115,2017-05-23 04:58:57.039538,36465492,39728504,239,1220
8116,2017-05-23 04:58:59.250002,36465492,39728505,239,1230
8117,2017-05-23 04:59:01.459389,36465492,39728505,239,1220
8118,2017-05-23 04:59:03.670123,36465492,39728506,239,1220
8119,2017-05-23 04:59:05.880160,36465492,39728507,238,1200
8120,2017-05-23 04:59:08.089965,36465492,39728508,237,1200
8121,2017-05-23 04:59:10.300284,36465492,39728508,237,1200
8122,2017-05-23 04:59:12.510094,36465492,39728509,237,1200
8123,2017-05-23 04:59:14.720877,36465492,39728510,237,1200
8124,2017-05-23 04:59:16.930689,36465492,39728511,237,1200
8125,2017-05-23 04:59:19.141045,36465492,39728511,237,1200
8126,2017-05-23 04:59:21.351101,36465492,39728512,237,1200
8127,2017-05-23 04:59:23.560979,36465492,39728513,237,1190
8128,2017-05-23 04:59:25.771390,36465492,39728514,237,1200
8129,2017-05-23 04:59:27.981435,36465492,39728514,237,1200
8130,2017-05-23 04:59:30.191404,36465492,39728515,237,1210
8131,2017-05-23 04:59:32.401748,36465492,39728516,237,1210
8132,2017-05-23 04:59:34.611819,36465492,39728517,239,1220
8133,2017-05-23 04:59:36.822137,36465492,39728517,240,1220
8134,2017-05-23 04:59:39.031900,36465492,39728518,239,1230
8135,2017-05-23 04:59:41.242111,36465492,39728519,239,1220
8136,2017-05-23 04:59:43.451963,36465492,39728519,239,1220
8137,2017-05-23 04:59:45.662313,36465492,39728520,239,1220
8138,2017-05-23 04:59:47.872231,36465492,39728521,239,1220
8139,2017-05-23 04:59:50.082898,36465492,39728522,239,1220
8140,2017-05-23 04:59:52.292830,36465492,39728522,239,1220
8141,2017-05-23 04:59:54.502716,36465492,39728523,239,1220
8142,2017-05-23 04:59:56.713392,36465492,39728524,239,1230
8143,2017-05-23 04:59:58.923323,36465492,39728525,239,1220
8144,2017-05-23 05:00:01.133784,36465492,39728525,239,1230
8145,2017-05-23 05:00:03.343543,36465492,39728526,239,1220
8146,2017-05-23 05:00:05.553644,36465492,39728527,239,1220
8147,2017-05-23 05:00:07.763801,36465492,39728528,239,1220
8148,2017-05-23 05:00:09.973642,36465492,39728528,239,1220
8149,2017-05-23 05:00:12.184117,36465492,39728529,239,1220
8150,2017-05-23 05:00:14.393846,36465492,39728530,239,1220
8151,2017-05-23 05:00:16.604824,36465492,39728531,239,1220
8152,2017-05-23 05:00:18.814653,36465492,39728531,239,1220
8153,2017-05-23 05:00:21.024781,36465492,39728532,239,1220
8154,2017-05-23 05:00:23.234726,36465492,39728533,239,1220
8155,2017-05-23 05:00:25.444581,36465492,39728533,239,1220
8156,2017-05-23 05:00:27.655157,36465492,39728534,239,1220
8157,2017-05-23 05:00:29.865169,36465492,39728535,239,1220
8158,2017-05-23 05:00:32.075137,36465492,39728536,239,1220
8159,2017-05-23 05:00:34.285393,36465492,39728536,240,1220
8160,2017-05-23 05:00:36.495494,36465492,39728537,239,1230
8161,2017-05-23 05:00:38.705662,36465492,39728538,239,1220
8162,2017-05-23 05:00:40.915515,36465492,39728539,239,1230
8163,2017-05-23 05:00:43.125977,36465492,39728539,239,1220
8164,2017-05-23 05:00:45.335852,36465492,39728540,239,1220
8165,2017-05-23 05:00:47.546059,36465492,39728541,239,1220
8166,2017-05-23 05:00:49.756264,36465492,39728542,239,1220
8167,2017-05-23 05:00:51.966856,36465492,39728542,239,1220
8168,2017-05-23 05:00:54.176594,36465492,39728543,239,1220
8169,2017-05-23 05:00:56.386781,36465492,39728544,240,1220
8170,2017-05-23 05:00:58.596985,36465492,39728545,239,1220
8171,2017-05-23 05:01:00.806648,36465492,39728545,239,1220
8172,2017-05-23 05:01:03.016985,36465492,39728546,240,1230
8173,2017-05-23 05:01:05.227191,36465492,39728547,239,1230
8174,2017-05-23 05:01:07.437407,36465492,39728547,239,1220
8175,2017-05-23 05:01:09.647639,36465492,39728548,239,1220
8176,2017-05-23 05:01:11.857375,36465492,39728549,239,1230
8177,2017-05-23 05:01:14.067705,36465492,39728550,240,1230
8178,2017-05-23 05:01:16.277548,36465492,39728550,240,1230
8179,2017-05-23 05:01:18.488284,36465492,39728551,239,1220
8180,2017-05-23 05:01:20.697755,36465492,39728552,239,1220
8181,2017-05-23 05:01:22.908447,36465492,39728553,239,1230
8182,2017-05-23 05:01:25.118443,36465492,39728553,239,1220
8183,2017-05-23 05:01:27.328473,36465492,39728554,239,1220
8184,2017-05-23 05:01:29.538998,36465492,39728555,239,1230
8185,2017-05-23 05:01:31.748679,36465492,39728556,239,1220
8186,2017-05-23 05:01:33.958783,36465492,39728556,239,1220
8187,2017-05-23 05:01:36.168697,36465492,39728557,239,1220
8188,2017-05-23 05:01:38.379270,36465492,39728558,239,1220
8189,2017-05-23 05:01:40.589353,36465492,39728558,239,1220
8190,2017-05-23 05:01:42.799253,36465492,39728559,240,1220
8191,2017-05-23 05:01:45.009558,36465492,39728560,239,1220
8192,2017-05-23 05:01:47.219398,36465492,39728561,239,1220
8193,2017-05-23 05:01:49.430405,36465492,39728561,239,1220
8194,2017-05-23 05:01:51.639996,36465492,39728562,239,1220
8195,2017-05-23 05:01:53.850306,36465492,39728563,239,1230
8196,2017-05-23 05:01:56.060398,36465492,39728564,240,1230
8197,2017-05-23 05:01:58.270186,36465492,39728564,240,1230
8198,2017-05-23 05:02:00.480693,36465492,39728565,239,1230
8199,2017-05-23 05:02:02.690586,36465492,39728566,240,1230
8200,2017-05-23 05:02:04.901098,36465492,39728567,240,1230
8201,2017-05-23 05:02:07.110528,36465492,39728567,239,1220
8202,2017-05-23 05:02:09.321122,36465492,39728568,239,1220
8203,2017-05-23 05:02:11.531358,36465492,39728569,240,1230
8204,2017-05-23 05:02:13.741194,36465492,39728570,240,1220
8205,2017-05-23 05:02:15.951563,36465492,39728570,239,1220
8206,2017-05-23 05:02:18.161255,36465492,39728571,239,1230
8207,2017-05-23 05:02:20.371649,36465492,39728572,240,1230
8208,2017-05-23 05:02:22.581506,36465492,39728572,239,1220
8209,2017-05-23 05:02:24.792190,36465492,39728573,239,1220
8210,2017-05-23 05:02:27.002383,36465492,39728574,240,1230
8211,2017-05-23 05:02:29.212140,36465492,39728575,240,1230
8212,2017-05-23 05:02:31.422418,36465492,39728575,239,1220
8213,2017-05-23 05:02:33.632611,36465492,39728576,239,1230
8214,2017-05-23 05:02:35.842904,36465492,39728577,240,1230
8215,2017-05-23 05:02:38.052471,36465492,39728578,239,1220
8216,2017-05-23 05:02:40.262956,36465492,39728578,239,1220
8217,2017-05-23 05:02:42.473104,36465492,39728579,239,1220
8218,2017-05-23 05:02:44.682944,36465492,39728580,239,1220
8219,2017-05-23 05:02:46.893428,36465492,39728581,239,1220
8220,2017-05-23 05:02:49.103092,36465492,39728582,239,1220
8221,2017-05-23 05:02:51.314055,36465492,39728582,239,1220
8222,2017-05-23 05:02:53.523369,36465492,39728583,239,1220
8223,2017-05-23 05:02:55.734077,36465492,39728584,239,1210
8224,2017-05-23 05:02:57.944126,36465492,39728585,239,1230
8225,2017-05-23 05:03:00.153983,36465492,39728585,240,1230
8226,2017-05-23 05:03:02.364462,36465492,39728586,239,1220
8227,2017-05-23 05:03:04.574281,36465492,39728587,239,1220
8228,2017-05-23 05:03:06.784390,36465492,39728588,240,1220
8229,2017-05-23 05:03:08.994291,36465492,39728588,240,1230
8230,2017-05-23 05:03:11.204854,36465492,39728589,239,1220
8231,2017-05-23 05:03:13.414981,36465492,39728590,239,1220
8232,2017-05-23 05:03:15.624919,36465492,39728591,239,1230
8233,2017-05-23 05:03:17.835287,36465492,39728591,239,1220
8234,2017-05-23 05:03:20.045008,36465492,39728592,239,1220
8235,2017-05-23 05:03:22.255726,36465492,39728593,239,1220
8236,2017-05-23 05:03:24.465792,36465492,39728593,239,1220
8237,2017-05-23 05:03:26.675899,36465492,39728594,239,1220
8238,2017-05-23 05:03:28.885983,36465492,39728595,239,1220
8239,2017-05-23 05:03:31.095874,36465492,39728596,240,1230
8240,2017-05-23 05:03:33.306306,36465492,39728596,239,1230
8241,2017-05-23 05:03:35.516128,36465492,39728597,239,1230
8242,2017-05-23 05:03:37.726593,36465492,39728598,240,1230
8243,2017-05-23 05:03:39.936490,36465492,39728599,240,1230
8244,2017-05-23 05:03:42.146821,36465492,39728599,239,1220
8245,2017-05-23 05:03:44.356923,36465492,39728600,240,1230
8246,2017-05-23 05:03:46.566658,36465492,39728601,240,1230
8247,2017-05-23 05:03:48.777021,36465492,39728602,239,1220
8248,2017-05-23 05:03:50.986865,36465492,39728602,240,1220
8249,2017-05-23 05:03:53.197216,36465492,39728603,240,1230
8250,2017-05-23 05:03:55.409307,36465492,39728604,240,1220
8251,2017-05-23 05:03:57.617799,36465492,39728605,240,1230
8252,2017-05-23 05:03:59.827763,36465492,39728605,240,1240
8253,2017-05-23 05:04:02.037730,36465492,39728606,239,1230
8254,2017-05-23 05:04:04.248156,36465492,39728607,240,1230
8255,2017-05-23 05:04:06.457979,36465492,39728607,240,1220
8256,2017-05-23 05:04:08.668152,36465492,39728608,240,1230
8257,2017-05-23 05:04:10.877997,36465492,39728609,239,1230
8258,2017-05-23 05:04:13.088913,36465492,39728610,240,1230
8259,2017-05-23 05:04:15.298686,36465492,39728610,240,1230
8260,2017-05-23 05:04:17.508610,36465492,39728611,239,1230
8261,2017-05-23 05:04:19.719014,36465492,39728612,239,1220
8262,2017-05-23 05:04:21.928721,36465492,39728613,239,1230
8263,2017-05-23 05:04:24.139422,36465492,39728613,239,1230
8264,2017-05-23 05:04:26.349287,36465492,39728614,239,1220
8265,2017-05-23 05:04:28.559643,36465492,39728615,239,1220
8266,2017-05-23 05:04:30.769587,36465492,39728616,240,1220
8267,2017-05-23 05:04:32.979468,36465492,39728616,240,1230
8268,2017-05-23 05:04:35.189779,36465492,39728617,239,1220
8269,2017-05-23 05:04:37.400058,36465492,39728618,240,1220
8270,2017-05-23 05:04:39.610020,36465492,39728619,240,1220
8271,2017-05-23 05:04:41.819864,36465492,39728619,239,1230
8272,2017-05-23 05:04:44.030455,36465492,39728620,239,1220
8273,2017-05-23 05:04:46.240659,36465492,39728621,239,1230
8274,2017-05-23 05:04:48.450429,36465492,39728621,239,1220
8275,2017-05-23 05:04:50.660727,36465492,39728622,239,1230
8276,2017-05-23 05:04:52.870566,36465492,39728623,239,1220
8277,2017-05-23 05:04:55.081483,36465492,39728624,240,1230
8278,2017-05-23 05:04:57.291374,36465492,39728624,240,1230
8279,2017-05-23 05:04:59.501475,36465492,39728625,239,1230
8280,2017-05-23 05:05:01.711582,36465492,39728626,239,1230
8281,2017-05-23 05:05:03.921425,36465492,39728627,239,1230
8282,2017-05-23 05:05:06.131835,36465492,39728627,240,1220
8283,2017-05-23 05:05:08.341903,36465492,39728628,239,1220
8284,2017-05-23 05:05:10.552100,36465492,39728629,239,1220
8285,2017-05-23 05:05:12.762221,36465492,39728630,239,1230
8286,2017-05-23 05:05:14.972610,36465492,39728630,240,1230
8287,2017-05-23 05:05:17.182406,36465492,39728631,240,1230
8288,2017-05-23 05:05:19.392264,36465492,39728632,239,1230
8289,2017-05-23 05:05:21.602555,36465492,39728633,239,1220
8290,2017-05-23 05:05:23.812554,36465492,39728634,239,1220
8291,2017-05-23 05:05:26.023336,36465492,39728634,239,1220
8292,2017-05-23 05:05:28.233015,36465492,39728635,239,1220
8293,2017-05-23 05:05:30.443328,36465492,39728636,239,1220
8294,2017-05-23 05:05:32.653341,36465492,39728637,239,1220
8295,2017-05-23 05:05:34.863295,36465492,39728637,239,1220
8296,2017-05-23 05:05:37.073740,36465492,39728638,239,1220
8297,2017-05-23 05:05:39.283577,36465492,39728639,240,1230
8298,2017-05-23 05:05:41.493702,36465492,39728639,240,1220
8299,2017-05-23 05:05:43.703579,36465492,39728640,240,1230
8300,2017-05-23 05:05:45.914250,36465492,39728641,240,1230
8301,2017-05-23 05:05:48.124290,36465492,39728642,240,1220
8302,2017-05-23 05:05:50.334197,36465492,39728642,240,1230
8303,2017-05-23 05:05:52.544584,36465492,39728643,240,1220
8304,2017-05-23 05:05:54.754459,36465492,39728644,240,1230
8305,2017-05-23 05:05:56.964659,36465492,39728645,240,1230
8306,2017-05-23 05:05:59.174539,36465492,39728645,240,1230
8307,2017-05-23 05:06:01.385213,36465492,39728646,239,1230
8308,2017-05-23 05:06:03.595181,36465492,39728647,239,1230
8309,2017-05-23 05:06:05.805145,36465492,39728648,240,1220
8310,2017-05-23 05:06:08.015588,36465492,39728648,239,1220
8311,2017-05-23 05:06:10.225432,36465492,39728649,239,1220
8312,2017-05-23 05:06:12.435583,36465492,39728650,239,1220
8313,2017-05-23 05:06:14.645794,36465492,39728651,239,1220
8314,2017-05-23 05:06:16.855963,36465492,39728651,239,1220
8315,2017-05-23 05:06:19.066098,36465492,39728652,239,1220
8316,2017-05-23 05:06:21.276048,36465492,39728653,239,1220
8317,2017-05-23 05:06:23.486302,36465492,39728653,239,1220
8318,2017-05-23 05:06:25.696249,36465492,39728654,239,1220
8319,2017-05-23 05:06:27.907101,36465492,39728655,240,1230
8320,2017-05-23 05:06:30.116382,36465492,39728656,240,1230
8321,2017-05-23 05:06:32.327025,36465492,39728656,240,1230
8322,2017-05-23 05:06:34.537021,36465492,39728657,240,1230
8323,2017-05-23 05:06:36.747030,36465492,39728658,240,1230
8324,2017-05-23 05:06:38.957345,36465492,39728659,239,1230
8325,2017-05-23 05:06:41.167458,36465492,39728659,239,1220
8326,2017-05-23 05:06:43.377424,36465492,39728660,239,1230
8327,2017-05-23 05:06:45.587764,36465492,39728661,239,1220
8328,2017-05-23 05:06:47.797850,36465492,39728662,239,1220
8329,2017-05-23 05:06:50.007949,36465492,39728662,239,1220
8330,2017-05-23 05:06:52.217949,36465492,39728663,239,1220
8331,2017-05-23 05:06:54.428175,36465492,39728664,239,1220
8332,2017-05-23 05:06:56.638169,36465492,39728665,239,1220
8333,2017-05-23 05:06:58.848744,36465492,39728665,239,1220
8334,2017-05-23 05:07:01.058607,36465492,39728666,239,1220
8335,2017-05-23 05:07:03.268929,36465492,39728667,239,1230
8336,2017-05-23 05:07:05.478980,36465492,39728667,239,1220
8337,2017-05-23 05:07:07.688875,36465492,39728668,239,1220
8338,2017-05-23 05:07:09.899301,36465492,39728669,239,1220
8339,2017-05-23 05:07:12.109150,36465492,39728670,239,1220
8340,2017-05-23 05:07:14.319305,36465492,39728670,239,1220
8341,2017-05-23 05:07:16.529141,36465492,39728671,239,1220
8342,2017-05-23 05:07:18.739715,36465492,39728672,239,1220
8343,2017-05-23 05:07:20.949963,36465492,39728673,239,1220
8344,2017-05-23 05:07:23.159701,36465492,39728673,239,1210
8345,2017-05-23 05:07:25.370138,36465492,39728674,239,1220
8346,2017-05-23 05:07:27.579848,36465492,39728675,239,1210
8347,2017-05-23 05:07:29.790785,36465492,39728676,239,1220
8348,2017-05-23 05:07:32.000465,36465492,39728676,239,1230
8349,2017-05-23 05:07:34.211038,36465492,39728677,239,1220
8350,2017-05-23 05:07:36.421005,36465492,39728678,239,1220
8351,2017-05-23 05:07:38.630635,36465492,39728679,239,1220
8352,2017-05-23 05:07:40.841135,36465492,39728679,239,1220
8353,2017-05-23 05:07:43.051185,36465492,39728680,239,1220
8354,2017-05-23 05:07:45.261133,36465492,39728681,239,1220
8355,2017-05-23 05:07:47.471027,36465492,39728681,239,1220
8356,2017-05-23 05:07:49.681608,36465492,39728682,239,1220
8357,2017-05-23 05:07:51.891723,36465492,39728683,239,1220
8358,2017-05-23 05:07:54.101670,36465492,39728684,239,1220
8359,2017-05-23 05:07:56.311872,36465492,39728684,239,1220
8360,2017-05-23 05:07:58.521859,36465492,39728685,239,1220
8361,2017-05-23 05:08:00.732438,36465492,39728686,239,1220
8362,2017-05-23 05:08:02.942537,36465492,39728687,239,1220
8363,2017-05-23 05:08:05.152693,36465492,39728687,239,1220
8364,2017-05-23 05:08:07.362761,36465492,39728688,239,1220
8365,2017-05-23 05:08:09.572494,36465492,39728689,239,1220
8366,2017-05-23 05:08:11.783050,36465492,39728690,238,1210
8367,2017-05-23 05:08:13.992900,36465492,39728690,238,1210
8368,2017-05-23 05:08:16.202981,36465492,39728691,238,1210
8369,2017-05-23 05:08:18.412873,36465492,39728692,238,1210
8370,2017-05-23 05:08:20.623420,36465492,39728693,238,1210
8371,2017-05-23 05:08:22.833549,36465492,39728693,238,1220
8372,2017-05-23 05:08:25.043388,36465492,39728694,238,1210
8373,2017-05-23 05:08:27.253857,36465492,39728695,238,1220
8374,2017-05-23 05:08:29.463629,36465492,39728695,238,1210
8375,2017-05-23 05:08:31.679350,36465492,39728696,238,1210
8376,2017-05-23 05:08:33.883803,36465492,39728697,239,1210
8377,2017-05-23 05:08:36.094478,36465492,39728698,239,1210
8378,2017-05-23 05:08:38.304496,36465492,39728698,238,1210
8379,2017-05-23 05:08:40.514421,36465492,39728699,238,1210
8380,2017-05-23 05:08:42.724687,36465492,39728700,238,1210
8381,2017-05-23 05:08:44.934891,36465492,39728701,238,1210
8382,2017-05-23 05:08:47.144884,36465492,39728701,238,1210
8383,2017-05-23 05:08:49.355120,36465492,39728702,238,1210
8384,2017-05-23 05:08:51.565302,36465492,39728703,238,1210
8385,2017-05-23 05:08:53.775512,36465492,39728704,238,1210
8386,2017-05-23 05:08:55.985240,36465492,39728704,238,1210
8387,2017-05-23 05:08:58.195750,36465492,39728705,238,1210
8388,2017-05-23 05:09:00.405604,36465492,39728706,238,1210
8389,2017-05-23 05:09:02.616412,36465492,39728706,238,1210
8390,2017-05-23 05:09:04.826228,36465492,39728707,238,1210
8391,2017-05-23 05:09:07.036322,36465492,39728708,238,1210
8392,2017-05-23 05:09:09.246436,36465492,39728709,238,1210
8393,2017-05-23 05:09:11.456332,36465492,39728709,238,1210
8394,2017-05-23 05:09:13.666890,36465492,39728710,238,1210
8395,2017-05-23 05:09:15.876596,36465492,39728711,238,1210
8396,2017-05-23 05:09:18.086780,36465492,39728712,238,1210
8397,2017-05-23 05:09:20.296578,36465492,39728712,238,1210
8398,2017-05-23 05:09:22.507200,36465492,39728713,238,1210
8399,2017-05-23 05:09:24.717277,36465492,39728714,238,1200
8400,2017-05-23 05:09:26.927161,36465492,39728715,238,1210
8401,2017-05-23 05:09:29.137450,36465492,39728715,238,1210
8402,2017-05-23 05:09:31.347409,36465492,39728716,238,1210
8403,2017-05-23 05:09:33.558022,36465492,39728717,238,1210
8404,2017-05-23 05:09:35.767869,36465492,39728718,238,1210
8405,2017-05-23 05:09:37.978175,36465492,39728718,238,1210
8406,2017-05-23 05:09:40.188277,36465492,39728719,238,1210
8407,2017-05-23 05:09:42.398171,36465492,39728720,238,1210
8408,2017-05-23 05:09:44.608764,36465492,39728720,238,1210
8409,2017-05-23 05:09:46.818498,36465492,39728721,238,1210
8410,2017-05-23 05:09:49.028621,36465492,39728722,238,1210
8411,2017-05-23 05:09:51.238429,36465492,39728723,238,1670
8412,2017-05-23 05:09:53.449053,36465492,39728723,238,1300
8413,2017-05-23 05:09:55.659254,36465492,39728725,238,1300
8414,2017-05-23 05:09:57.869011,36465492,39728725,238,1300
8415,2017-05-23 05:10:00.079318,36465492,39728726,239,1310
8416,2017-05-23 05:10:02.289202,36465492,39728727,239,1310
8417,2017-05-23 05:10:04.499506,36465492,39728727,239,1310
8418,2017-05-23 05:10:06.709355,36465492,39728729,239,1300
8419,2017-05-23 05:10:08.920103,36465492,39728729,239,1300
8420,2017-05-23 05:10:11.130151,36465492,39728730,239,1300
8421,2017-05-23 05:10:13.339931,36465492,39728731,239,1310
8422,2017-05-23 05:10:15.550590,36465492,39728731,239,1310
8423,2017-05-23 05:10:17.760488,36465492,39728732,239,1300
8424,2017-05-23 05:10:19.970904,36465492,39728733,239,1300
8425,2017-05-23 05:10:22.180534,36465492,39728734,239,1300
8426,2017-05-23 05:10:24.391207,36465492,39728735,239,1300
8427,2017-05-23 05:10:26.601121,36465492,39728735,239,1300
8428,2017-05-23 05:10:28.810980,36465492,39728736,239,1300
8429,2017-05-23 05:10:31.021313,36465492,39728737,239,1300
8430,2017-05-23 05:10:33.230991,36465492,39728738,239,1310
8431,2017-05-23 05:10:35.441739,36465492,39728739,240,1310
8432,2017-05-23 05:10:37.651274,36465492,39728740,240,1310
8433,2017-05-23 05:10:39.862011,36465492,39728740,240,1300
8434,2017-05-23 05:10:42.071926,36465492,39728741,240,1300
8435,2017-05-23 05:10:44.281869,36465492,39728742,240,1310
8436,2017-05-23 05:10:46.492338,36465492,39728742,240,1300
8437,2017-05-23 05:10:48.702342,36465492,39728744,240,1300
8438,2017-05-23 05:10:50.912281,36465492,39728744,240,1300
8439,2017-05-23 05:10:53.122195,36465492,39728745,240,1300
8440,2017-05-23 05:10:55.332706,36465492,39728746,240,1300
8441,2017-05-23 05:10:57.542851,36465492,39728746,239,1300
8442,2017-05-23 05:10:59.752694,36465492,39728747,240,1300
8443,2017-05-23 05:11:01.963159,36465492,39728748,240,1300
8444,2017-05-23 05:11:04.173021,36465492,39728749,240,1300
8445,2017-05-23 05:11:06.383269,36465492,39728750,240,1300
8446,2017-05-23 05:11:08.593474,36465492,39728750,240,1300
8447,2017-05-23 05:11:10.803802,36465492,39728751,239,1300
8448,2017-05-23 05:11:13.013777,36465492,39728752,240,1300
8449,2017-05-23 05:11:15.223611,36465492,39728753,240,1300
8450,2017-05-23 05:11:17.434187,36465492,39728754,239,1300
8451,2017-05-23 05:11:19.644056,36465492,39728755,239,1300
8452,2017-05-23 05:11:21.854208,36465492,39728755,239,1300
8453,2017-05-23 05:11:24.064595,36465492,39728756,239,1300
8454,2017-05-23 05:11:26.274698,36465492,39728757,239,1290
8455,2017-05-23 05:11:28.484798,36465492,39728757,239,1290
8456,2017-05-23 05:11:30.694551,36465492,39728759,239,1300
8457,2017-05-23 05:11:32.904901,36465492,39728759,239,1290
8458,2017-05-23 05:11:35.114743,36465492,39728760,239,1290
8459,2017-05-23 05:11:37.325708,36465492,39728761,239,1290
8460,2017-05-23 05:11:39.535519,36465492,39728761,239,1300
8461,2017-05-23 05:11:41.745629,36465492,39728762,239,1300
8462,2017-05-23 05:11:43.955623,36465492,39728763,239,1290
8463,2017-05-23 05:11:46.165639,36465492,39728764,239,1290
8464,2017-05-23 05:11:48.376221,36465492,39728765,239,1290
8465,2017-05-23 05:11:50.585879,36465492,39728765,239,1290
8466,2017-05-23 05:11:52.795982,36465492,39728766,239,1300
8467,2017-05-23 05:11:55.006236,36465492,39728767,239,1290
8468,2017-05-23 05:11:57.216413,36465492,39728768,239,1300
8469,2017-05-23 05:11:59.426555,36465492,39728768,239,1290
8470,2017-05-23 05:12:01.636464,36465492,39728770,239,1300
8471,2017-05-23 05:12:03.846908,36465492,39728770,239,1290
8472,2017-05-23 05:12:06.056716,36465492,39728771,239,1290
8473,2017-05-23 05:12:08.267319,36465492,39728772,239,1290
8474,2017-05-23 05:12:10.476797,36465492,39728772,239,1290
8475,2017-05-23 05:12:12.687488,36465492,39728773,239,1290
8476,2017-05-23 05:12:14.897576,36465492,39728774,239,1290
8477,2017-05-23 05:12:17.107364,36465492,39728775,239,1300
8478,2017-05-23 05:12:19.317911,36465492,39728776,239,1290
8479,2017-05-23 05:12:21.527793,36465492,39728776,239,1290
8480,2017-05-23 05:12:23.737856,36465492,39728777,239,1290
8481,2017-05-23 05:12:25.948004,36465492,39728778,239,1290
8482,2017-05-23 05:12:28.158326,36465492,39728779,239,1290
8483,2017-05-23 05:12:30.368635,36465492,39728779,239,1290
8484,2017-05-23 05:12:32.578414,36465492,39728780,239,1290
8485,2017-05-23 05:12:34.788629,36465492,39728781,239,1290
8486,2017-05-23 05:12:36.998664,36465492,39728782,239,1290
8487,2017-05-23 05:12:39.208819,36465492,39728783,239,1290
8488,2017-05-23 05:12:41.419088,36465492,39728783,239,1290
8489,2017-05-23 05:12:43.629394,36465492,39728784,239,1290
8490,2017-05-23 05:12:45.839341,36465492,39728785,239,1280
8491,2017-05-23 05:12:48.049213,36465492,39728786,238,1280
8492,2017-05-23 05:12:50.259739,36465492,39728787,239,1290
8493,2017-05-23 05:12:52.469784,36465492,39728787,238,1290
8494,2017-05-23 05:12:54.680000,36465492,39728788,239,1290
8495,2017-05-23 05:12:56.890093,36465492,39728789,239,1290
8496,2017-05-23 05:12:59.100176,36465492,39728790,239,1290
8497,2017-05-23 05:13:01.310292,36465492,39728790,239,1290
8498,2017-05-23 05:13:03.520148,36465492,39728791,239,1290
8499,2017-05-23 05:13:05.730612,36465492,39728792,238,1290
8500,2017-05-23 05:13:07.940449,36465492,39728793,238,1290
8501,2017-05-23 05:13:10.150671,36465492,39728794,238,1280
8502,2017-05-23 05:13:12.360940,36465492,39728794,238,1290
8503,2017-05-23 05:13:14.571295,36465492,39728795,239,1290
8504,2017-05-23 05:13:16.781326,36465492,39728796,239,1280
8505,2017-05-23 05:13:18.991074,36465492,39728797,238,1280
8506,2017-05-23 05:13:21.201596,36465492,39728797,238,1290
8507,2017-05-23 05:13:23.411480,36465492,39728798,239,1280
8508,2017-05-23 05:13:25.621603,36465492,39728799,238,1280
8509,2017-05-23 05:13:27.831472,36465492,39728800,238,1280
8510,2017-05-23 05:13:30.042358,36465492,39728801,238,1280
8511,2017-05-23 05:13:32.252252,36465492,39728801,238,1290
8512,2017-05-23 05:13:34.462019,36465492,39728802,238,1280
8513,2017-05-23 05:13:36.672461,36465492,39728803,236,1260
8514,2017-05-23 05:13:38.882196,36465492,39728804,236,1270
8515,2017-05-23 05:13:41.092926,36465492,39728805,236,1270
8516,2017-05-23 05:13:43.302427,36465492,39728805,236,1270
8517,2017-05-23 05:13:45.513081,36465492,39728806,236,1270
8518,2017-05-23 05:13:47.723081,36465492,39728807,236,1270
8519,2017-05-23 05:13:49.932930,36465492,39728808,236,1260
8520,2017-05-23 05:13:52.143486,36465492,39728808,236,1260
8521,2017-05-23 05:13:54.353502,36465492,39728809,237,1270
8522,2017-05-23 05:13:56.563485,36465492,39728810,237,1270
8523,2017-05-23 05:13:58.773714,36465492,39728811,236,1260
8524,2017-05-23 05:14:00.984272,36465492,39728811,236,1270
8525,2017-05-23 05:14:03.194103,36465492,39728812,236,1260
8526,2017-05-23 05:14:05.404007,36465492,39728813,236,1260
8527,2017-05-23 05:14:07.614326,36465492,39728814,236,1270
8528,2017-05-23 05:14:09.824145,36465492,39728815,237,1270
8529,2017-05-23 05:14:12.034770,36465492,39728815,237,1270
8530,2017-05-23 05:14:14.244818,36465492,39728816,237,1270
8531,2017-05-23 05:14:16.459714,36465492,39728817,237,1270
8532,2017-05-23 05:14:18.665322,36465492,39728818,237,1270
8533,2017-05-23 05:14:20.874995,36465492,39728818,237,1270
8534,2017-05-23 05:14:23.085506,36465492,39728819,239,1290
8535,2017-05-23 05:14:25.294977,36465492,39728820,239,1290
8536,2017-05-23 05:14:27.505330,36465492,39728821,239,1290
8537,2017-05-23 05:14:29.715209,36465492,39728822,239,1290
8538,2017-05-23 05:14:31.925698,36465492,39728822,239,1290
8539,2017-05-23 05:14:34.135845,36465492,39728823,239,1290
8540,2017-05-23 05:14:36.345738,36465492,39728824,239,1290
8541,2017-05-23 05:14:38.556078,36465492,39728824,239,1290
8542,2017-05-23 05:14:40.766055,36465492,39728825,239,1290
8543,2017-05-23 05:14:42.976880,36465492,39728826,239,1290
8544,2017-05-23 05:14:45.186094,36465492,39728827,239,1290
8545,2017-05-23 05:14:47.396770,36465492,39728828,239,1290
8546,2017-05-23 05:14:49.606789,36465492,39728828,239,1290
8547,2017-05-23 05:14:51.816772,36465492,39728829,239,1290
8548,2017-05-23 05:14:54.026974,36465492,39728830,239,1290
8549,2017-05-23 05:14:56.237045,36465492,39728831,239,1300
8550,2017-05-23 05:14:58.447178,36465492,39728832,239,1300
