ord,date,HCHC,HCHP,TENSION,PAPP
1477,2017-05-23 00:54:26.179150,36464980,39727614,243,200
1478,2017-05-23 00:54:28.389837,36464980,39727614,242,180
1479,2017-05-23 00:54:30.599673,36464980,39727614,242,180
1480,2017-05-23 00:54:32.809928,36464980,39727614,242,180
1481,2017-05-23 00:54:35.019853,36464980,39727614,242,180
1482,2017-05-23 00:54:37.230214,36464980,39727614,242,170
1483,2017-05-23 00:54:39.440391,36464980,39727614,242,170
1484,2017-05-23 00:54:41.650187,36464980,39727614,242,170
1485,2017-05-23 00:54:43.860545,36464980,39727614,242,180
1486,2017-05-23 00:54:46.070428,36464980,39727614,243,180
1487,2017-05-23 00:54:48.281206,36464980,39727614,242,170
1488,2017-05-23 00:54:50.490842,36464981,39727614,242,170
1489,2017-05-23 00:54:52.701165,36464981,39727614,242,170
1490,2017-05-23 00:54:54.911247,36464981,39727614,242,170
1491,2017-05-23 00:54:57.121008,36464981,39727614,242,170
1492,2017-05-23 00:54:59.331354,36464981,39727614,242,180
1493,2017-05-23 00:55:01.541553,36464981,39727614,242,180
1494,2017-05-23 00:55:03.751552,36464981,39727614,242,170
1495,2017-05-23 00:55:05.961400,36464981,39727614,242,180
1496,2017-05-23 00:55:08.171929,36464981,39727614,242,170
1497,2017-05-23 00:55:10.382176,36464981,39727614,242,170
1498,2017-05-23 00:55:12.591908,36464981,39727614,242,170
1499,2017-05-23 00:55:14.802451,36464981,39727614,242,180
1500,2017-05-23 00:55:17.012119,36464981,39727614,242,170
1501,2017-05-23 00:55:19.222855,36464981,39727614,242,170
1502,2017-05-23 00:55:21.432696,36464981,39727614,242,170
1503,2017-05-23 00:55:23.643073,36464982,39727614,242,170
1504,2017-05-23 00:55:25.853121,36464982,39727614,242,180
1505,2017-05-23 00:55:28.062900,36464982,39727614,242,180
1506,2017-05-23 00:55:30.273409,36464982,39727614,242,180
1507,2017-05-23 00:55:32.483416,36464982,39727614,242,180
1508,2017-05-23 00:55:34.693406,36464982,39727614,242,180
1509,2017-05-23 00:55:36.903249,36464982,39727614,242,170
1510,2017-05-23 00:55:39.113789,36464982,39727614,242,170
1511,2017-05-23 00:55:41.323944,36464982,39727614,242,170
1512,2017-05-23 00:55:43.533813,36464982,39727614,242,170
1513,2017-05-23 00:55:45.744282,36464982,39727614,242,180
1514,2017-05-23 00:55:47.953970,36464982,39727614,242,170
1515,2017-05-23 00:55:50.164369,36464982,39727614,242,170
1516,2017-05-23 00:55:52.374197,36464982,39727614,242,180
1517,2017-05-23 00:55:54.584852,36464982,39727614,242,170
1518,2017-05-23 00:55:56.794952,36464983,39727614,242,170
1519,2017-05-23 00:55:59.004758,36464983,39727614,242,180
1520,2017-05-23 00:56:01.215373,36464983,39727614,242,180
1521,2017-05-23 00:56:03.425170,36464983,39727614,242,180
1522,2017-05-23 00:56:05.635598,36464983,39727614,242,170
1523,2017-05-23 00:56:07.845526,36464983,39727614,242,170
1524,2017-05-23 00:56:10.056121,36464983,39727614,242,180
1525,2017-05-23 00:56:12.265939,36464983,39727614,242,180
1526,2017-05-23 00:56:14.475804,36464983,39727614,242,180
1527,2017-05-23 00:56:16.686139,36464983,39727614,242,180
1528,2017-05-23 00:56:18.895929,36464983,39727614,242,170
1529,2017-05-23 00:56:21.106833,36464983,39727614,242,170
1530,2017-05-23 00:56:23.316051,36464983,39727614,242,170
1531,2017-05-23 00:56:25.526756,36464983,39727614,242,170
1532,2017-05-23 00:56:27.736758,36464983,39727614,242,180
1533,2017-05-23 00:56:29.946765,36464984,39727614,242,170
1534,2017-05-23 00:56:32.157120,36464984,39727614,242,170
1535,2017-05-23 00:56:34.367030,36464984,39727614,242,170
1536,2017-05-23 00:56:36.577135,36464984,39727614,242,180
1537,2017-05-23 00:56:38.787231,36464984,39727614,242,180
1538,2017-05-23 00:56:40.997534,36464984,39727614,242,180
1539,2017-05-23 00:56:43.207790,36464984,39727614,242,180
1540,2017-05-23 00:56:45.417556,36464984,39727614,242,180
1541,2017-05-23 00:56:47.628000,36464984,39727614,242,180
1542,2017-05-23 00:56:49.837753,36464984,39727614,242,180
1543,2017-05-23 00:56:52.048736,36464984,39727614,242,170
1544,2017-05-23 00:56:54.258301,36464984,39727614,242,170
1545,2017-05-23 00:56:56.468641,36464984,39727614,242,170
1546,2017-05-23 00:56:58.678714,36464984,39727614,242,180
1547,2017-05-23 00:57:00.888623,36464985,39727614,242,170
1548,2017-05-23 00:57:03.099153,36464985,39727614,242,180
1549,2017-05-23 00:57:05.308887,36464985,39727614,242,180
1550,2017-05-23 00:57:07.519439,36464985,39727614,242,180
1551,2017-05-23 00:57:09.728828,36464985,39727614,242,170
1552,2017-05-23 00:57:11.939389,36464985,39727614,242,180
1553,2017-05-23 00:57:14.149694,36464985,39727614,242,180
1554,2017-05-23 00:57:16.359399,36464985,39727614,242,180
1555,2017-05-23 00:57:18.569727,36464985,39727614,242,180
1556,2017-05-23 00:57:20.779594,36464985,39727614,242,180
1557,2017-05-23 00:57:22.989951,36464985,39727614,242,170
1558,2017-05-23 00:57:25.200155,36464985,39727614,243,170
1559,2017-05-23 00:57:27.410548,36464985,39727614,243,180
1560,2017-05-23 00:57:29.620589,36464985,39727614,243,180
1561,2017-05-23 00:57:31.830414,36464985,39727614,243,170
1562,2017-05-23 00:57:34.040890,36464986,39727614,243,170
1563,2017-05-23 00:57:36.250879,36464986,39727614,243,180
1564,2017-05-23 00:57:38.461090,36464986,39727614,243,180
1565,2017-05-23 00:57:40.670743,36464986,39727614,243,180
1566,2017-05-23 00:57:42.881236,36464986,39727614,243,180
1567,2017-05-23 00:57:45.091394,36464986,39727614,243,180
1568,2017-05-23 00:57:47.301234,36464986,39727614,243,180
1569,2017-05-23 00:57:49.511613,36464986,39727614,243,170
1570,2017-05-23 00:57:51.721443,36464986,39727614,243,170
1571,2017-05-23 00:57:53.932187,36464986,39727614,243,170
1572,2017-05-23 00:57:56.141666,36464986,39727614,242,180
1573,2017-05-23 00:57:58.352616,36464986,39727614,243,180
1574,2017-05-23 00:58:00.562458,36464986,39727614,243,190
1575,2017-05-23 00:58:02.772333,36464986,39727614,243,180
1576,2017-05-23 00:58:04.982741,36464986,39727614,242,180
1577,2017-05-23 00:58:07.192599,36464987,39727614,243,170
1578,2017-05-23 00:58:09.403115,36464987,39727614,242,170
1579,2017-05-23 00:58:11.612596,36464987,39727614,243,170
1580,2017-05-23 00:58:13.823109,36464987,39727614,242,170
1581,2017-05-23 00:58:16.033261,36464987,39727614,242,180
1582,2017-05-23 00:58:18.243143,36464987,39727614,242,170
1583,2017-05-23 00:58:20.453612,36464987,39727614,242,170
1584,2017-05-23 00:58:22.663419,36464987,39727614,242,170
1585,2017-05-23 00:58:24.873660,36464987,39727614,242,170
1586,2017-05-23 00:58:27.083497,36464987,39727614,242,180
1587,2017-05-23 00:58:29.294207,36464987,39727614,242,180
1588,2017-05-23 00:58:31.504279,36464987,39727614,242,180
1589,2017-05-23 00:58:33.714072,36464987,39727614,242,180
1590,2017-05-23 00:58:35.924589,36464987,39727614,242,180
1591,2017-05-23 00:58:38.134259,36464987,39727614,242,170
1592,2017-05-23 00:58:40.344587,36464988,39727614,242,170
1593,2017-05-23 00:58:42.554795,36464988,39727614,242,170
1594,2017-05-23 00:58:44.764997,36464988,39727614,242,180
1595,2017-05-23 00:58:46.975099,36464988,39727614,242,170
1596,2017-05-23 00:58:49.184996,36464988,39727614,242,180
1597,2017-05-23 00:58:51.395316,36464988,39727614,242,180
1598,2017-05-23 00:58:53.605168,36464988,39727614,242,180
1599,2017-05-23 00:58:55.816106,36464988,39727614,242,180
1600,2017-05-23 00:58:58.025730,36464988,39727614,242,180
1601,2017-05-23 00:59:00.236185,36464988,39727614,242,180
1602,2017-05-23 00:59:02.446137,36464988,39727614,242,210
1603,2017-05-23 00:59:04.656078,36464988,39727614,242,190
1604,2017-05-23 00:59:06.866618,36464988,39727614,242,170
1605,2017-05-23 00:59:09.076376,36464988,39727614,242,180
1606,2017-05-23 00:59:11.286416,36464988,39727614,242,170
1607,2017-05-23 00:59:13.496770,36464989,39727614,242,170
1608,2017-05-23 00:59:15.706893,36464989,39727614,242,180
1609,2017-05-23 00:59:17.917062,36464989,39727614,242,180
1610,2017-05-23 00:59:20.126881,36464989,39727614,242,180
1611,2017-05-23 00:59:22.337286,36464989,39727614,242,180
1612,2017-05-23 00:59:24.547158,36464989,39727614,242,180
1613,2017-05-23 00:59:26.757990,36464989,39727614,242,170
1614,2017-05-23 00:59:28.967572,36464989,39727614,242,180
1615,2017-05-23 00:59:31.178061,36464989,39727614,242,180
1616,2017-05-23 00:59:33.387943,36464989,39727614,242,180
1617,2017-05-23 00:59:35.597778,36464989,39727614,242,180
1618,2017-05-23 00:59:37.808354,36464989,39727614,242,180
1619,2017-05-23 00:59:40.018205,36464989,39727614,242,170
1620,2017-05-23 00:59:42.228771,36464989,39727614,242,180
1621,2017-05-23 00:59:44.438141,36464989,39727614,242,180
1622,2017-05-23 00:59:46.648735,36464990,39727614,242,180
1623,2017-05-23 00:59:48.859053,36464990,39727614,242,170
1624,2017-05-23 00:59:51.068816,36464990,39727614,242,170
1625,2017-05-23 00:59:53.279171,36464990,39727614,242,170
1626,2017-05-23 00:59:55.488859,36464990,39727614,242,170
1627,2017-05-23 00:59:57.699220,36464990,39727614,242,180
1628,2017-05-23 00:59:59.909129,36464990,39727614,242,180
1629,2017-05-23 01:00:02.119816,36464990,39727614,242,170
1630,2017-05-23 01:00:04.329898,36464990,39727614,242,180
1631,2017-05-23 01:00:06.544739,36464990,39727614,242,180
1632,2017-05-23 01:00:08.750212,36464990,39727614,242,170
1633,2017-05-23 01:00:10.960206,36464990,39727614,242,180
1634,2017-05-23 01:00:13.170540,36464990,39727614,242,180
1635,2017-05-23 01:00:15.380059,36464990,39727614,242,180
1636,2017-05-23 01:00:17.590617,36464990,39727614,242,180
1637,2017-05-23 01:00:19.800722,36464991,39727614,242,180
1638,2017-05-23 01:00:22.010677,36464991,39727614,242,170
1639,2017-05-23 01:00:24.220879,36464991,39727614,242,170
1640,2017-05-23 01:00:26.430770,36464991,39727614,242,170
1641,2017-05-23 01:00:28.641145,36464991,39727614,242,170
1642,2017-05-23 01:00:30.851358,36464991,39727614,242,170
1643,2017-05-23 01:00:33.061722,36464991,39727614,241,170
1644,2017-05-23 01:00:35.271642,36464991,39727614,242,180
1645,2017-05-23 01:00:37.481487,36464991,39727614,242,170
1646,2017-05-23 01:00:39.692071,36464991,39727614,242,170
1647,2017-05-23 01:00:41.902011,36464991,39727614,242,180
1648,2017-05-23 01:00:44.112263,36464991,39727614,242,180
1649,2017-05-23 01:00:46.322365,36464991,39727614,242,180
1650,2017-05-23 01:00:48.532469,36464991,39727614,242,180
1651,2017-05-23 01:00:50.742702,36464991,39727614,242,180
1652,2017-05-23 01:00:52.952412,36464992,39727614,242,180
1653,2017-05-23 01:00:55.162931,36464992,39727614,242,170
1654,2017-05-23 01:00:57.372648,36464992,39727614,242,180
1655,2017-05-23 01:00:59.582986,36464992,39727614,242,180
1656,2017-05-23 01:01:01.792827,36464992,39727614,242,180
1657,2017-05-23 01:01:04.003516,36464992,39727614,242,180
1658,2017-05-23 01:01:06.213500,36464992,39727614,242,170
1659,2017-05-23 01:01:08.423379,36464992,39727614,242,180
1660,2017-05-23 01:01:10.633962,36464992,39727614,242,180
1661,2017-05-23 01:01:12.843754,36464992,39727614,242,180
1662,2017-05-23 01:01:15.053926,36464992,39727614,242,170
1663,2017-05-23 01:01:17.264375,36464992,39727614,242,180
1664,2017-05-23 01:01:19.474338,36464992,39727614,242,170
1665,2017-05-23 01:01:21.684429,36464992,39727614,242,170
1666,2017-05-23 01:01:23.894319,36464993,39727614,242,180
1667,2017-05-23 01:01:26.104603,36464993,39727614,242,180
1668,2017-05-23 01:01:28.314493,36464993,39727614,241,180
1669,2017-05-23 01:01:30.525408,36464993,39727614,242,180
1670,2017-05-23 01:01:32.735251,36464993,39727614,242,180
1671,2017-05-23 01:01:34.945533,36464993,39727614,242,180
1672,2017-05-23 01:01:37.155353,36464993,39727614,242,170
1673,2017-05-23 01:01:39.365434,36464993,39727614,242,170
1674,2017-05-23 01:01:41.575774,36464993,39727614,242,170
1675,2017-05-23 01:01:43.785727,36464993,39727614,242,180
1676,2017-05-23 01:01:45.995795,36464993,39727614,242,170
1677,2017-05-23 01:01:48.205623,36464993,39727614,242,170
1678,2017-05-23 01:01:50.416205,36464993,39727614,242,170
1679,2017-05-23 01:01:52.626305,36464993,39727614,242,170
1680,2017-05-23 01:01:54.836175,36464993,39727614,242,170
1681,2017-05-23 01:01:57.046486,36464994,39727614,242,180
1682,2017-05-23 01:01:59.256340,36464994,39727614,242,180
1683,2017-05-23 01:02:01.467130,36464994,39727614,242,170
1684,2017-05-23 01:02:03.676906,36464994,39727614,242,180
1685,2017-05-23 01:02:05.887209,36464994,39727614,242,180
1686,2017-05-23 01:02:08.097207,36464994,39727614,242,170
1687,2017-05-23 01:02:10.307119,36464994,39727614,242,180
1688,2017-05-23 01:02:12.517635,36464994,39727614,242,180
1689,2017-05-23 01:02:14.727538,36464994,39727614,242,180
1690,2017-05-23 01:02:16.937623,36464994,39727614,242,180
1691,2017-05-23 01:02:19.147722,36464994,39727614,242,180
1692,2017-05-23 01:02:21.358060,36464994,39727614,242,180
1693,2017-05-23 01:02:23.568296,36464994,39727614,242,170
1694,2017-05-23 01:02:25.778029,36464994,39727614,242,170
1695,2017-05-23 01:02:27.988357,36464994,39727614,242,180
1696,2017-05-23 01:02:30.198196,36464995,39727614,242,180
1697,2017-05-23 01:02:32.408639,36464995,39727614,242,180
1698,2017-05-23 01:02:34.618462,36464995,39727614,242,180
1699,2017-05-23 01:02:36.829064,36464995,39727614,242,170
1700,2017-05-23 01:02:39.039127,36464995,39727614,242,170
1701,2017-05-23 01:02:41.248960,36464995,39727614,242,180
1702,2017-05-23 01:02:43.459481,36464995,39727614,242,180
1703,2017-05-23 01:02:45.669547,36464995,39727614,242,180
1704,2017-05-23 01:02:47.879681,36464995,39727614,241,170
1705,2017-05-23 01:02:50.089367,36464995,39727614,242,170
1706,2017-05-23 01:02:52.299912,36464995,39727614,242,170
1707,2017-05-23 01:02:54.510044,36464995,39727614,240,170
1708,2017-05-23 01:02:56.719884,36464995,39727614,241,170
1709,2017-05-23 01:02:58.930216,36464995,39727614,242,170
1710,2017-05-23 01:03:01.140048,36464995,39727614,242,180
1711,2017-05-23 01:03:03.350432,36464996,39727614,242,170
1712,2017-05-23 01:03:05.560296,36464996,39727614,242,170
1713,2017-05-23 01:03:07.771021,36464996,39727614,242,170
1714,2017-05-23 01:03:09.980990,36464996,39727614,242,180
1715,2017-05-23 01:03:12.190835,36464996,39727614,242,180
1716,2017-05-23 01:03:14.401180,36464996,39727614,242,180
1717,2017-05-23 01:03:16.611019,36464996,39727614,242,180
1718,2017-05-23 01:03:18.821367,36464996,39727614,242,180
1719,2017-05-23 01:03:21.031247,36464996,39727614,242,180
1720,2017-05-23 01:03:23.241742,36464996,39727614,242,170
1721,2017-05-23 01:03:25.452000,36464996,39727614,242,170
1722,2017-05-23 01:03:27.661742,36464996,39727614,242,180
1723,2017-05-23 01:03:29.872227,36464996,39727614,242,170
1724,2017-05-23 01:03:32.082110,36464996,39727614,242,170
1725,2017-05-23 01:03:34.292932,36464996,39727614,242,180
1726,2017-05-23 01:03:36.502729,36464997,39727614,242,180
1727,2017-05-23 01:03:38.712985,36464997,39727614,242,200
1728,2017-05-23 01:03:40.922932,36464997,39727614,243,180
1729,2017-05-23 01:03:43.132664,36464997,39727614,242,180
1730,2017-05-23 01:03:45.343247,36464997,39727614,242,180
1731,2017-05-23 01:03:47.553079,36464997,39727614,242,180
1732,2017-05-23 01:03:49.763247,36464997,39727614,242,170
1733,2017-05-23 01:03:51.973459,36464997,39727614,243,170
1734,2017-05-23 01:03:54.183602,36464997,39727614,242,170
1735,2017-05-23 01:03:56.393776,36464997,39727614,242,170
1736,2017-05-23 01:03:58.603625,36464997,39727614,242,180
1737,2017-05-23 01:04:00.813929,36464997,39727614,242,180
1738,2017-05-23 01:04:03.023802,36464997,39727614,242,180
1739,2017-05-23 01:04:05.234161,36464997,39727614,243,180
1740,2017-05-23 01:04:07.444003,36464997,39727614,242,170
1741,2017-05-23 01:04:09.654685,36464998,39727614,242,170
1742,2017-05-23 01:04:11.864804,36464998,39727614,242,180
1743,2017-05-23 01:04:14.074676,36464998,39727614,242,180
1744,2017-05-23 01:04:16.285091,36464998,39727614,242,170
1745,2017-05-23 01:04:18.494944,36464998,39727614,242,170
1746,2017-05-23 01:04:20.705459,36464998,39727614,242,180
1747,2017-05-23 01:04:22.914935,36464998,39727614,242,180
1748,2017-05-23 01:04:25.125524,36464998,39727614,242,180
1749,2017-05-23 01:04:27.335623,36464998,39727614,242,180
1750,2017-05-23 01:04:29.545511,36464998,39727614,242,180
1751,2017-05-23 01:04:31.755811,36464998,39727614,242,180
1752,2017-05-23 01:04:33.965684,36464998,39727614,242,170
1753,2017-05-23 01:04:36.176404,36464998,39727614,242,180
1754,2017-05-23 01:04:38.385875,36464998,39727614,241,180
1755,2017-05-23 01:04:40.596692,36464998,39727614,242,180
1756,2017-05-23 01:04:42.811661,36464999,39727614,241,170
1757,2017-05-23 01:04:45.016530,36464999,39727614,241,180
1758,2017-05-23 01:04:47.227049,36464999,39727614,242,190
1759,2017-05-23 01:04:49.436945,36464999,39727614,241,170
1760,2017-05-23 01:04:51.647152,36464999,39727614,241,180
1761,2017-05-23 01:04:53.857013,36464999,39727614,242,180
1762,2017-05-23 01:04:56.067356,36464999,39727614,242,180
1763,2017-05-23 01:04:58.277616,36464999,39727614,242,180
1764,2017-05-23 01:05:00.487455,36464999,39727614,242,180
1765,2017-05-23 01:05:02.697669,36464999,39727614,242,180
1766,2017-05-23 01:05:04.907507,36464999,39727614,242,180
1767,2017-05-23 01:05:07.118463,36464999,39727614,241,170
1768,2017-05-23 01:05:09.328381,36464999,39727614,241,170
1769,2017-05-23 01:05:11.538393,36464999,39727614,241,170
1770,2017-05-23 01:05:13.748581,36464999,39727614,241,170
1771,2017-05-23 01:05:15.958297,36465000,39727614,242,170
1772,2017-05-23 01:05:18.168847,36465000,39727614,242,170
1773,2017-05-23 01:05:20.378675,36465000,39727614,242,180
1774,2017-05-23 01:05:22.588804,36465000,39727614,242,180
1775,2017-05-23 01:05:24.798714,36465000,39727614,242,170
1776,2017-05-23 01:05:27.009220,36465000,39727614,241,180
1777,2017-05-23 01:05:29.219369,36465000,39727614,242,170
1778,2017-05-23 01:05:31.429316,36465000,39727614,241,180
1779,2017-05-23 01:05:33.639657,36465000,39727614,242,170
1780,2017-05-23 01:05:35.849437,36465000,39727614,242,180
1781,2017-05-23 01:05:38.060092,36465000,39727614,241,180
1782,2017-05-23 01:05:40.269622,36465000,39727614,242,180
1783,2017-05-23 01:05:42.480349,36465000,39727614,242,180
1784,2017-05-23 01:05:44.690401,36465000,39727614,242,180
1785,2017-05-23 01:05:46.900137,36465000,39727614,242,170
1786,2017-05-23 01:05:49.110482,36465001,39727614,242,170
1787,2017-05-23 01:05:51.320563,36465001,39727614,242,170
1788,2017-05-23 01:05:53.530658,36465001,39727614,242,170
1789,2017-05-23 01:05:55.740755,36465001,39727614,242,170
1790,2017-05-23 01:05:57.951081,36465001,39727614,242,180
1791,2017-05-23 01:06:00.161234,36465001,39727614,242,180
1792,2017-05-23 01:06:02.371098,36465001,39727614,242,170
1793,2017-05-23 01:06:04.581535,36465001,39727614,242,180
1794,2017-05-23 01:06:06.791277,36465001,39727614,242,180
1795,2017-05-23 01:06:09.002206,36465001,39727614,242,180
1796,2017-05-23 01:06:11.212051,36465001,39727614,242,180
1797,2017-05-23 01:06:13.422155,36465001,39727614,242,180
1798,2017-05-23 01:06:15.632273,36465001,39727614,242,180
1799,2017-05-23 01:06:17.841990,36465001,39727614,242,180
1800,2017-05-23 01:06:20.052745,36465001,39727614,242,180
1801,2017-05-23 01:06:22.262427,36465002,39727614,242,180
1802,2017-05-23 01:06:24.472564,36465002,39727614,242,170
1803,2017-05-23 01:06:26.682770,36465002,39727614,242,170
1804,2017-05-23 01:06:28.893095,36465002,39727614,242,180
1805,2017-05-23 01:06:31.103107,36465002,39727614,242,170
1806,2017-05-23 01:06:33.312952,36465002,39727614,242,170
1807,2017-05-23 01:06:35.523231,36465002,39727614,242,180
1808,2017-05-23 01:06:37.733127,36465002,39727614,242,180
1809,2017-05-23 01:06:39.943505,36465002,39727614,242,180
1810,2017-05-23 01:06:42.153910,36465002,39727614,242,180
1811,2017-05-23 01:06:44.364188,36465002,39727614,242,180
1812,2017-05-23 01:06:46.574012,36465002,39727614,242,180
1813,2017-05-23 01:06:48.784005,36465002,39727614,242,180
1814,2017-05-23 01:06:50.994417,36465002,39727614,242,170
1815,2017-05-23 01:06:53.204421,36465002,39727614,242,180
1816,2017-05-23 01:06:55.414401,36465003,39727614,242,180
1817,2017-05-23 01:06:57.624488,36465003,39727614,242,170
1818,2017-05-23 01:06:59.834778,36465003,39727614,242,180
1819,2017-05-23 01:07:02.045045,36465003,39727614,242,170
1820,2017-05-23 01:07:04.254842,36465003,39727614,242,180
1821,2017-05-23 01:07:06.465260,36465003,39727614,242,170
1822,2017-05-23 01:07:08.675013,36465003,39727614,242,170
1823,2017-05-23 01:07:10.885760,36465003,39727614,242,180
1824,2017-05-23 01:07:13.095549,36465003,39727614,242,180
1825,2017-05-23 01:07:15.305886,36465003,39727614,242,180
1826,2017-05-23 01:07:17.515859,36465003,39727614,242,180
1827,2017-05-23 01:07:19.725817,36465003,39727614,242,170
1828,2017-05-23 01:07:21.936078,36465003,39727614,242,170
1829,2017-05-23 01:07:24.146274,36465003,39727614,242,180
1830,2017-05-23 01:07:26.356244,36465004,39727614,242,180
1831,2017-05-23 01:07:28.566342,36465004,39727614,241,180
1832,2017-05-23 01:07:30.776682,36465004,39727614,242,180
1833,2017-05-23 01:07:32.986943,36465004,39727614,241,180
1834,2017-05-23 01:07:35.196681,36465004,39727614,242,170
1835,2017-05-23 01:07:37.407148,36465004,39727614,242,170
1836,2017-05-23 01:07:39.616852,36465004,39727614,241,170
1837,2017-05-23 01:07:41.827580,36465004,39727614,241,170
1838,2017-05-23 01:07:44.037036,36465004,39727614,241,180
1839,2017-05-23 01:07:46.247974,36465004,39727614,241,170
1840,2017-05-23 01:07:48.457828,36465004,39727614,241,180
1841,2017-05-23 01:07:50.667737,36465004,39727614,241,170
1842,2017-05-23 01:07:52.878312,36465004,39727614,241,170
1843,2017-05-23 01:07:55.088178,36465004,39727614,242,180
1844,2017-05-23 01:07:57.298504,36465004,39727614,241,170
1845,2017-05-23 01:07:59.508350,36465004,39727614,242,180
1846,2017-05-23 01:08:01.718708,36465005,39727614,242,180
1847,2017-05-23 01:08:03.928677,36465005,39727614,242,170
1848,2017-05-23 01:08:06.138750,36465005,39727614,242,170
1849,2017-05-23 01:08:08.348875,36465005,39727614,242,170
1850,2017-05-23 01:08:10.558714,36465005,39727614,242,180
1851,2017-05-23 01:08:12.769054,36465005,39727614,242,170
1852,2017-05-23 01:08:14.978946,36465005,39727614,242,180
1853,2017-05-23 01:08:17.189673,36465005,39727614,242,180
1854,2017-05-23 01:08:19.399621,36465005,39727614,242,170
1855,2017-05-23 01:08:21.609482,36465005,39727614,242,170
1856,2017-05-23 01:08:23.820003,36465005,39727614,242,170
1857,2017-05-23 01:08:26.029984,36465005,39727614,241,180
1858,2017-05-23 01:08:28.240369,36465005,39727614,242,180
1859,2017-05-23 01:08:30.450380,36465005,39727614,241,180
1860,2017-05-23 01:08:32.660409,36465006,39727614,241,180
1861,2017-05-23 01:08:34.870604,36465006,39727614,242,170
1862,2017-05-23 01:08:37.080394,36465006,39727614,241,170
1863,2017-05-23 01:08:39.290880,36465006,39727614,242,170
1864,2017-05-23 01:08:41.500652,36465006,39727614,242,170
1865,2017-05-23 01:08:43.711480,36465006,39727614,241,170
1866,2017-05-23 01:08:45.920838,36465006,39727614,242,170
1867,2017-05-23 01:08:48.131431,36465006,39727614,241,170
1868,2017-05-23 01:08:50.341591,36465006,39727614,241,170
1869,2017-05-23 01:08:52.551319,36465006,39727614,241,170
1870,2017-05-23 01:08:54.761684,36465006,39727614,241,170
1871,2017-05-23 01:08:56.971735,36465006,39727614,241,180
1872,2017-05-23 01:08:59.181873,36465006,39727614,241,170
1873,2017-05-23 01:09:01.392106,36465006,39727614,241,180
1874,2017-05-23 01:09:03.602279,36465006,39727614,241,180
1875,2017-05-23 01:09:05.812406,36465006,39727614,241,180
1876,2017-05-23 01:09:08.022302,36465007,39727614,241,180
1877,2017-05-23 01:09:10.232564,36465007,39727614,241,170
1878,2017-05-23 01:09:12.442403,36465007,39727614,241,180
1879,2017-05-23 01:09:14.652764,36465007,39727614,241,180
1880,2017-05-23 01:09:16.862674,36465007,39727614,241,180
1881,2017-05-23 01:09:19.073342,36465007,39727614,241,170
1882,2017-05-23 01:09:21.283341,36465007,39727614,241,170
1883,2017-05-23 01:09:23.493333,36465007,39727614,242,200
1884,2017-05-23 01:09:25.703843,36465007,39727614,242,170
1885,2017-05-23 01:09:27.913612,36465007,39727614,242,180
1886,2017-05-23 01:09:30.124180,36465007,39727614,242,180
1887,2017-05-23 01:09:32.333802,36465007,39727614,242,180
1888,2017-05-23 01:09:34.544489,36465007,39727614,242,170
1889,2017-05-23 01:09:36.754255,36465007,39727614,241,180
1890,2017-05-23 01:09:38.964225,36465008,39727614,242,180
1891,2017-05-23 01:09:41.174540,36465008,39727614,242,180
1892,2017-05-23 01:09:43.384407,36465008,39727614,242,180
1893,2017-05-23 01:09:45.595029,36465008,39727614,241,170
1894,2017-05-23 01:09:47.804510,36465008,39727614,242,180
1895,2017-05-23 01:09:50.015202,36465008,39727614,241,170
1896,2017-05-23 01:09:52.225201,36465008,39727614,241,180
1897,2017-05-23 01:09:54.435022,36465008,39727614,242,180
1898,2017-05-23 01:09:56.645615,36465008,39727614,241,180
1899,2017-05-23 01:09:58.855261,36465008,39727614,242,170
1900,2017-05-23 01:10:01.065799,36465008,39727614,242,180
1901,2017-05-23 01:10:03.275443,36465008,39727614,242,170
1902,2017-05-23 01:10:05.486004,36465008,39727614,242,170
1903,2017-05-23 01:10:07.696283,36465008,39727614,242,180
1904,2017-05-23 01:10:09.906084,36465008,39727614,242,180
1905,2017-05-23 01:10:12.116283,36465009,39727614,242,180
1906,2017-05-23 01:10:14.326179,36465009,39727614,241,180
1907,2017-05-23 01:10:16.536516,36465009,39727614,242,180
1908,2017-05-23 01:10:18.746743,36465009,39727614,241,180
1909,2017-05-23 01:10:20.957033,36465009,39727614,242,170
1910,2017-05-23 01:10:23.167052,36465009,39727614,242,170
1911,2017-05-23 01:10:25.376891,36465009,39727614,241,170
1912,2017-05-23 01:10:27.592620,36465009,39727614,241,180
1913,2017-05-23 01:10:29.797513,36465009,39727614,241,180
1914,2017-05-23 01:10:32.007653,36465009,39727614,241,200
1915,2017-05-23 01:10:34.217293,36465009,39727614,242,170
1916,2017-05-23 01:10:36.427874,36465009,39727614,242,180
1917,2017-05-23 01:10:38.637971,36465009,39727614,242,170
1918,2017-05-23 01:10:40.847959,36465009,39727614,241,170
1919,2017-05-23 01:10:43.058288,36465009,39727614,242,170
1920,2017-05-23 01:10:45.268169,36465010,39727614,242,180
1921,2017-05-23 01:10:47.478738,36465010,39727614,242,180
1922,2017-05-23 01:10:49.688791,36465010,39727614,242,170
1923,2017-05-23 01:10:51.898953,36465010,39727614,242,170
1924,2017-05-23 01:10:54.109004,36465010,39727614,242,170
1925,2017-05-23 01:10:56.318897,36465010,39727614,242,180
1926,2017-05-23 01:10:58.529096,36465010,39727614,242,180
