ord,date,ADCO,OPTARIF,ISOUSC,HCHC,HCHP,PTEC,IINST,IMAX,TENSION,PAPP,HHPHC,MOTDETAT
253,2017-05-22 00:09:20.296817,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00130,A,000000
254,2017-05-22 00:09:22.506662,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00140,A,000000
255,2017-05-22 00:09:24.716911,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00140,A,000000
256,2017-05-22 00:09:26.926897,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00140,A,000000
257,2017-05-22 00:09:29.137099,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00140,A,000000
258,2017-05-22 00:09:31.347299,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00150,A,000000
259,2017-05-22 00:09:33.557629,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00150,A,000000
260,2017-05-22 00:09:35.767706,030422000048,HC..,30,036461054,039723683,HC..,001,031,242,00150,A,000000
261,2017-05-22 00:09:37.977510,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
262,2017-05-22 00:09:40.188041,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00120,A,000000
263,2017-05-22 00:09:42.398077,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
264,2017-05-22 00:09:44.608342,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
265,2017-05-22 00:09:46.817920,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
266,2017-05-22 00:09:49.028446,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
267,2017-05-22 00:09:51.238628,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
268,2017-05-22 00:09:53.448648,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
269,2017-05-22 00:09:55.658750,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
270,2017-05-22 00:09:57.868785,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00150,A,000000
271,2017-05-22 00:10:00.079540,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
272,2017-05-22 00:10:02.289381,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00150,A,000000
273,2017-05-22 00:10:04.499819,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
274,2017-05-22 00:10:06.709542,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
275,2017-05-22 00:10:08.919402,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
276,2017-05-22 00:10:11.129972,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
277,2017-05-22 00:10:13.339796,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00130,A,000000
278,2017-05-22 00:10:15.550286,030422000048,HC..,30,036461055,039723683,HC..,001,031,242,00140,A,000000
279,2017-05-22 00:10:17.760111,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
280,2017-05-22 00:10:19.970344,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00130,A,000000
281,2017-05-22 00:10:22.180602,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00130,A,000000
282,2017-05-22 00:10:24.390450,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
283,2017-05-22 00:10:26.600842,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00130,A,000000
284,2017-05-22 00:10:28.810633,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
285,2017-05-22 00:10:31.021211,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
286,2017-05-22 00:10:33.230780,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
287,2017-05-22 00:10:35.441417,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
288,2017-05-22 00:10:37.651417,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
289,2017-05-22 00:10:39.861267,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
290,2017-05-22 00:10:42.071834,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00140,A,000000
291,2017-05-22 00:10:44.281690,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00190,A,000000
292,2017-05-22 00:10:46.491846,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00200,A,000000
293,2017-05-22 00:10:48.702046,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00190,A,000000
294,2017-05-22 00:10:50.912208,030422000048,HC..,30,036461056,039723683,HC..,001,031,242,00170,A,000000
295,2017-05-22 00:10:53.122379,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
296,2017-05-22 00:10:55.332200,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
297,2017-05-22 00:10:57.542555,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
298,2017-05-22 00:10:59.752476,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
299,2017-05-22 00:11:01.962727,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
300,2017-05-22 00:11:04.172640,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
301,2017-05-22 00:11:06.383305,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00170,A,000000
302,2017-05-22 00:11:08.593302,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
303,2017-05-22 00:11:10.803532,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
304,2017-05-22 00:11:13.013875,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
305,2017-05-22 00:11:15.223725,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
306,2017-05-22 00:11:17.434185,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00190,A,000000
307,2017-05-22 00:11:19.643557,030422000048,HC..,30,036461057,039723683,HC..,001,031,242,00180,A,000000
308,2017-05-22 00:11:21.854450,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
309,2017-05-22 00:11:24.064249,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
310,2017-05-22 00:11:26.274188,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
311,2017-05-22 00:11:28.484395,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
312,2017-05-22 00:11:30.694397,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
313,2017-05-22 00:11:32.905023,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
314,2017-05-22 00:11:35.114518,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
315,2017-05-22 00:11:37.325181,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
316,2017-05-22 00:11:39.535300,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00170,A,000000
317,2017-05-22 00:11:41.745027,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00190,A,000000
318,2017-05-22 00:11:43.955594,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
319,2017-05-22 00:11:46.165465,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
320,2017-05-22 00:11:48.375615,030422000048,HC..,30,036461058,039723683,HC..,001,031,242,00180,A,000000
321,2017-05-22 00:11:50.585442,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
322,2017-05-22 00:11:52.796332,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
323,2017-05-22 00:11:55.006273,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
324,2017-05-22 00:11:57.215969,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
325,2017-05-22 00:11:59.426329,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
326,2017-05-22 00:12:01.636177,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
327,2017-05-22 00:12:03.846586,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
328,2017-05-22 00:12:06.056388,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
329,2017-05-22 00:12:08.267063,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
330,2017-05-22 00:12:10.477056,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
331,2017-05-22 00:12:12.686973,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00170,A,000000
332,2017-05-22 00:12:14.897477,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
333,2017-05-22 00:12:17.107481,030422000048,HC..,30,036461059,039723683,HC..,001,031,242,00180,A,000000
334,2017-05-22 00:12:19.317475,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
335,2017-05-22 00:12:21.527332,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
336,2017-05-22 00:12:23.737967,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
337,2017-05-22 00:12:25.948002,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
338,2017-05-22 00:12:28.157997,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
339,2017-05-22 00:12:30.368225,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
340,2017-05-22 00:12:32.578058,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
341,2017-05-22 00:12:34.788785,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
342,2017-05-22 00:12:36.998259,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
343,2017-05-22 00:12:39.209232,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
344,2017-05-22 00:12:41.419052,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
345,2017-05-22 00:12:43.628839,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00170,A,000000
346,2017-05-22 00:12:45.839420,030422000048,HC..,30,036461060,039723683,HC..,001,031,242,00180,A,000000
347,2017-05-22 00:12:48.049359,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
348,2017-05-22 00:12:50.259354,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00210,A,000000
349,2017-05-22 00:12:52.469202,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00170,A,000000
350,2017-05-22 00:12:54.679790,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
351,2017-05-22 00:12:56.889874,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
352,2017-05-22 00:12:59.099772,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00190,A,000000
353,2017-05-22 00:13:01.310240,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
354,2017-05-22 00:13:03.519951,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
355,2017-05-22 00:13:05.730314,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
356,2017-05-22 00:13:07.940218,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00170,A,000000
357,2017-05-22 00:13:10.150868,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
358,2017-05-22 00:13:12.360867,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
359,2017-05-22 00:13:14.570721,030422000048,HC..,30,036461061,039723683,HC..,001,031,242,00180,A,000000
360,2017-05-22 00:13:16.781031,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00180,A,000000
361,2017-05-22 00:13:18.991160,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00170,A,000000
362,2017-05-22 00:13:21.201266,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00170,A,000000
363,2017-05-22 00:13:23.411495,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00170,A,000000
364,2017-05-22 00:13:25.621665,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00170,A,000000
365,2017-05-22 00:13:27.831818,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00180,A,000000
366,2017-05-22 00:13:30.041655,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00180,A,000000
367,2017-05-22 00:13:32.251965,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00180,A,000000
368,2017-05-22 00:13:34.461865,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00180,A,000000
369,2017-05-22 00:13:36.672613,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00180,A,000000
370,2017-05-22 00:13:38.882092,030422000048,HC..,30,036461062,039723683,HC..,001,031,241,00170,A,000000
371,2017-05-22 00:13:41.092751,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00170,A,000000
372,2017-05-22 00:13:43.302752,030422000048,HC..,30,036461062,039723683,HC..,001,031,242,00180,A,000000
373,2017-05-22 00:13:45.512747,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
374,2017-05-22 00:13:47.723190,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
375,2017-05-22 00:13:49.933051,030422000048,HC..,30,036461063,039723683,HC..,001,031,241,00170,A,000000
376,2017-05-22 00:13:52.143331,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00170,A,000000
377,2017-05-22 00:13:54.353382,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00170,A,000000
378,2017-05-22 00:13:56.563897,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00170,A,000000
379,2017-05-22 00:13:58.773792,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
380,2017-05-22 00:14:00.983666,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
381,2017-05-22 00:14:03.193856,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
382,2017-05-22 00:14:05.403912,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
383,2017-05-22 00:14:07.614533,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
384,2017-05-22 00:14:09.824331,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
385,2017-05-22 00:14:12.034631,030422000048,HC..,30,036461063,039723683,HC..,001,031,242,00180,A,000000
386,2017-05-22 00:14:14.244733,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
387,2017-05-22 00:14:16.454576,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
388,2017-05-22 00:14:18.665069,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
389,2017-05-22 00:14:20.874888,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00170,A,000000
390,2017-05-22 00:14:23.085462,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
391,2017-05-22 00:14:25.294909,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
392,2017-05-22 00:14:27.505734,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
393,2017-05-22 00:14:29.715753,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
394,2017-05-22 00:14:31.925431,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
395,2017-05-22 00:14:34.135744,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00180,A,000000
396,2017-05-22 00:14:36.345632,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00170,A,000000
397,2017-05-22 00:14:38.556564,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00170,A,000000
398,2017-05-22 00:14:40.765861,030422000048,HC..,30,036461064,039723683,HC..,001,031,242,00170,A,000000
399,2017-05-22 00:14:42.976531,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
400,2017-05-22 00:14:45.186532,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
401,2017-05-22 00:14:47.396466,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00190,A,000000
402,2017-05-22 00:14:49.606929,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
403,2017-05-22 00:14:51.816931,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
404,2017-05-22 00:14:54.027159,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
405,2017-05-22 00:14:56.236988,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00170,A,000000
406,2017-05-22 00:14:58.447293,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
407,2017-05-22 00:15:00.657446,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
408,2017-05-22 00:15:02.867301,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
409,2017-05-22 00:15:05.077768,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00170,A,000000
410,2017-05-22 00:15:07.287528,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00180,A,000000
411,2017-05-22 00:15:09.497865,030422000048,HC..,30,036461065,039723683,HC..,001,031,242,00170,A,000000
412,2017-05-22 00:15:11.707717,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
413,2017-05-22 00:15:13.918458,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
414,2017-05-22 00:15:16.128413,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
415,2017-05-22 00:15:18.338232,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
416,2017-05-22 00:15:20.548616,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
417,2017-05-22 00:15:22.758758,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
418,2017-05-22 00:15:24.968841,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
419,2017-05-22 00:15:27.178686,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
420,2017-05-22 00:15:29.389243,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
421,2017-05-22 00:15:31.599326,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
422,2017-05-22 00:15:33.809177,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
423,2017-05-22 00:15:36.019644,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00180,A,000000
424,2017-05-22 00:15:38.229382,030422000048,HC..,30,036461066,039723683,HC..,001,031,242,00170,A,000000
425,2017-05-22 00:15:40.439744,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00170,A,000000
426,2017-05-22 00:15:42.649587,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00170,A,000000
427,2017-05-22 00:15:44.860277,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00180,A,000000
428,2017-05-22 00:15:47.070266,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00170,A,000000
429,2017-05-22 00:15:49.280161,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00180,A,000000
430,2017-05-22 00:15:51.490474,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00180,A,000000
431,2017-05-22 00:15:53.700760,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00170,A,000000
432,2017-05-22 00:15:55.910631,030422000048,HC..,30,036461067,039723683,HC..,001,031,242,00190,A,000000
