ord,date,HCHC,HCHP,PTEC,TENSION,PAPP
0,2017-05-26 00:00:01.785699,36478027,39739780,HC..,240,210
1,2017-05-26 00:00:03.995920,36478027,39739780,HC..,239,210
2,2017-05-26 00:00:06.205910,36478027,39739780,HC..,240,210
3,2017-05-26 00:00:08.416135,36478028,39739780,HC..,240,220
4,2017-05-26 00:00:10.626571,36478028,39739780,HC..,240,210
5,2017-05-26 00:00:12.836745,36478028,39739780,HC..,240,210
6,2017-05-26 00:00:15.046763,36478028,39739780,HC..,240,220
7,2017-05-26 00:00:17.256495,36478028,39739780,HC..,240,220
8,2017-05-26 00:00:19.467171,36478028,39739780,HC..,240,210
9,2017-05-26 00:00:21.677042,36478028,39739780,HC..,239,200
10,2017-05-26 00:00:23.887405,36478028,39739780,HC..,239,200
11,2017-05-26 00:00:26.096917,36478028,39739780,HC..,239,210
12,2017-05-26 00:00:28.307465,36478029,39739780,HC..,239,210
13,2017-05-26 00:00:30.517579,36478029,39739780,HC..,239,210
14,2017-05-26 00:00:32.727415,36478029,39739780,HC..,239,210
15,2017-05-26 00:00:34.937892,36478029,39739780,HC..,239,210
16,2017-05-26 00:00:37.147573,36478029,39739780,HC..,239,210
17,2017-05-26 00:00:39.357906,36478029,39739780,HC..,239,210
18,2017-05-26 00:00:41.568445,36478029,39739780,HC..,239,210
19,2017-05-26 00:00:43.778630,36478030,39739780,HC..,239,210
20,2017-05-26 00:00:45.988589,36478030,39739780,HC..,239,210
21,2017-05-26 00:00:48.198417,36478030,39739780,HC..,239,210
22,2017-05-26 00:00:50.408895,36478030,39739780,HC..,239,220
23,2017-05-26 00:00:52.618745,36478030,39739780,HC..,239,210
24,2017-05-26 00:00:54.828871,36478030,39739780,HC..,239,210
25,2017-05-26 00:00:57.039073,36478030,39739780,HC..,239,210
26,2017-05-26 00:00:59.249378,36478030,39739780,HC..,239,210
27,2017-05-26 00:01:01.459390,36478031,39739780,HC..,239,210
28,2017-05-26 00:01:03.669334,36478031,39739780,HC..,239,200
29,2017-05-26 00:01:05.879557,36478031,39739780,HC..,239,200
30,2017-05-26 00:01:08.089527,36478031,39739780,HC..,239,210
31,2017-05-26 00:01:10.299779,36478031,39739780,HC..,239,210
32,2017-05-26 00:01:12.509614,36478031,39739780,HC..,239,210
33,2017-05-26 00:01:14.720285,36478031,39739780,HC..,239,210
34,2017-05-26 00:01:16.930394,36478031,39739780,HC..,239,210
35,2017-05-26 00:01:19.140300,36478031,39739780,HC..,239,210
36,2017-05-26 00:01:21.350484,36478032,39739780,HC..,239,210
37,2017-05-26 00:01:23.560535,36478032,39739780,HC..,239,210
38,2017-05-26 00:01:25.770693,36478032,39739780,HC..,239,210
39,2017-05-26 00:01:27.980545,36478032,39739780,HC..,239,200
40,2017-05-26 00:01:30.191057,36478032,39739780,HC..,239,210
41,2017-05-26 00:01:32.401188,36478032,39739780,HC..,239,200
42,2017-05-26 00:01:34.611140,36478032,39739780,HC..,239,210
43,2017-05-26 00:01:36.821357,36478032,39739780,HC..,239,210
44,2017-05-26 00:01:39.031383,36478033,39739780,HC..,239,200
45,2017-05-26 00:01:41.241952,36478033,39739780,HC..,239,210
46,2017-05-26 00:01:43.451792,36478033,39739780,HC..,239,210
47,2017-05-26 00:01:45.662109,36478033,39739780,HC..,239,200
48,2017-05-26 00:01:47.872115,36478033,39739780,HC..,239,210
49,2017-05-26 00:01:50.082040,36478033,39739780,HC..,239,210
50,2017-05-26 00:01:52.292608,36478033,39739780,HC..,239,210
51,2017-05-26 00:01:54.502518,36478034,39739780,HC..,239,210
52,2017-05-26 00:01:56.712494,36478034,39739780,HC..,239,210
53,2017-05-26 00:01:58.922342,36478034,39739780,HC..,239,210
54,2017-05-26 00:02:01.132933,36478034,39739780,HC..,238,210
55,2017-05-26 00:02:03.343161,36478034,39739780,HC..,238,210
56,2017-05-26 00:02:05.552960,36478034,39739780,HC..,239,200
57,2017-05-26 00:02:07.763155,36478034,39739780,HC..,239,200
58,2017-05-26 00:02:09.973160,36478034,39739780,HC..,239,210
59,2017-05-26 00:02:12.183426,36478034,39739780,HC..,239,210
60,2017-05-26 00:02:14.393260,36478035,39739780,HC..,239,210
61,2017-05-26 00:02:16.603975,36478035,39739780,HC..,238,200
62,2017-05-26 00:02:18.813935,36478035,39739780,HC..,238,200
63,2017-05-26 00:02:21.023910,36478035,39739780,HC..,238,230
64,2017-05-26 00:02:23.234426,36478035,39739780,HC..,239,210
65,2017-05-26 00:02:25.444330,36478035,39739780,HC..,239,220
66,2017-05-26 00:02:27.654314,36478035,39739780,HC..,238,220
67,2017-05-26 00:02:29.864169,36478035,39739780,HC..,238,210
68,2017-05-26 00:02:32.074688,36478036,39739780,HC..,238,200
69,2017-05-26 00:02:34.284814,36478036,39739780,HC..,238,210
70,2017-05-26 00:02:36.494814,36478036,39739780,HC..,239,210
71,2017-05-26 00:02:38.705024,36478036,39739780,HC..,239,210
72,2017-05-26 00:02:40.915024,36478036,39739780,HC..,238,220
73,2017-05-26 00:02:43.125242,36478036,39739780,HC..,238,210
74,2017-05-26 00:02:45.335438,36478036,39739780,HC..,238,200
75,2017-05-26 00:02:47.545798,36478036,39739780,HC..,238,210
76,2017-05-26 00:02:49.755730,36478037,39739780,HC..,238,210
77,2017-05-26 00:02:51.965630,36478037,39739780,HC..,238,210
78,2017-05-26 00:02:54.176262,36478037,39739780,HC..,238,200
79,2017-05-26 00:02:56.385995,36478037,39739780,HC..,238,210
80,2017-05-26 00:02:58.596547,36478037,39739780,HC..,238,210
81,2017-05-26 00:03:00.806487,36478037,39739780,HC..,238,200
82,2017-05-26 00:03:03.016533,36478037,39739780,HC..,238,200
83,2017-05-26 00:03:05.226770,36478037,39739780,HC..,238,210
84,2017-05-26 00:03:07.436544,36478038,39739780,HC..,238,210
85,2017-05-26 00:03:09.646986,36478038,39739780,HC..,238,210
86,2017-05-26 00:03:11.856827,36478038,39739780,HC..,238,220
87,2017-05-26 00:03:14.067627,36478038,39739780,HC..,238,210
88,2017-05-26 00:03:16.277442,36478038,39739780,HC..,238,210
89,2017-05-26 00:03:18.487595,36478038,39739780,HC..,238,210
90,2017-05-26 00:03:20.697698,36478038,39739780,HC..,238,200
91,2017-05-26 00:03:22.907436,36478038,39739780,HC..,238,200
92,2017-05-26 00:03:25.123136,36478039,39739780,HC..,238,200
93,2017-05-26 00:03:27.327946,36478039,39739780,HC..,238,210
94,2017-05-26 00:03:29.538185,36478039,39739780,HC..,239,230
95,2017-05-26 00:03:31.748197,36478039,39739780,HC..,238,210
96,2017-05-26 00:03:33.958434,36478039,39739780,HC..,239,210
97,2017-05-26 00:03:36.168499,36478039,39739780,HC..,239,210
98,2017-05-26 00:03:38.378360,36478039,39739780,HC..,239,210
99,2017-05-26 00:03:40.588655,36478039,39739780,HC..,239,210
100,2017-05-26 00:03:42.798643,36478040,39739780,HC..,239,210
101,2017-05-26 00:03:45.008877,36478040,39739780,HC..,239,220
102,2017-05-26 00:03:47.218760,36478040,39739780,HC..,239,210
103,2017-05-26 00:03:49.429440,36478040,39739780,HC..,239,200
104,2017-05-26 00:03:51.639449,36478040,39739780,HC..,239,200
105,2017-05-26 00:03:53.849421,36478040,39739780,HC..,239,210
106,2017-05-26 00:03:56.059947,36478040,39739780,HC..,239,220
107,2017-05-26 00:03:58.269788,36478040,39739780,HC..,239,210
108,2017-05-26 00:04:00.480171,36478041,39739780,HC..,239,210
109,2017-05-26 00:04:02.689916,36478041,39739780,HC..,239,200
110,2017-05-26 00:04:04.900221,36478041,39739780,HC..,239,200
111,2017-05-26 00:04:07.110472,36478041,39739780,HC..,239,210
112,2017-05-26 00:04:09.320212,36478041,39739780,HC..,239,210
113,2017-05-26 00:04:11.530689,36478041,39739780,HC..,239,210
114,2017-05-26 00:04:13.740424,36478041,39739780,HC..,239,210
115,2017-05-26 00:04:15.951115,36478041,39739780,HC..,239,210
116,2017-05-26 00:04:18.160654,36478041,39739780,HC..,239,200
117,2017-05-26 00:04:20.371333,36478042,39739780,HC..,239,210
118,2017-05-26 00:04:22.581320,36478042,39739780,HC..,239,210
119,2017-05-26 00:04:24.791168,36478042,39739780,HC..,239,210
120,2017-05-26 00:04:27.001744,36478042,39739780,HC..,239,210
121,2017-05-26 00:04:29.211582,36478042,39739780,HC..,239,220
122,2017-05-26 00:04:31.421717,36478042,39739780,HC..,239,210
123,2017-05-26 00:04:33.632016,36478042,39739780,HC..,239,210
124,2017-05-26 00:04:35.842390,36478043,39739780,HC..,239,210
125,2017-05-26 00:04:38.052417,36478043,39739780,HC..,238,200
126,2017-05-26 00:04:40.262240,36478043,39739780,HC..,239,220
127,2017-05-26 00:04:42.472422,36478043,39739780,HC..,239,210
128,2017-05-26 00:04:44.682504,36478043,39739780,HC..,239,210
129,2017-05-26 00:04:46.892713,36478043,39739780,HC..,239,210
130,2017-05-26 00:04:49.102530,36478043,39739780,HC..,239,210
131,2017-05-26 00:04:51.313206,36478043,39739780,HC..,238,210
132,2017-05-26 00:04:53.523329,36478044,39739780,HC..,238,210
133,2017-05-26 00:04:55.733050,36478044,39739780,HC..,238,210
134,2017-05-26 00:04:57.943662,36478044,39739780,HC..,238,210
135,2017-05-26 00:05:00.153653,36478044,39739780,HC..,238,210
136,2017-05-26 00:05:02.364068,36478044,39739780,HC..,238,200
137,2017-05-26 00:05:04.573973,36478044,39739780,HC..,238,210
138,2017-05-26 00:05:06.784050,36478044,39739780,HC..,238,210
139,2017-05-26 00:05:08.994277,36478044,39739780,HC..,238,200
140,2017-05-26 00:05:11.204104,36478044,39739780,HC..,238,200
141,2017-05-26 00:05:13.414538,36478045,39739780,HC..,238,210
142,2017-05-26 00:05:15.624226,36478045,39739780,HC..,238,210
143,2017-05-26 00:05:17.835173,36478045,39739780,HC..,238,210
144,2017-05-26 00:05:20.044420,36478045,39739780,HC..,238,210
145,2017-05-26 00:05:22.255144,36478045,39739780,HC..,238,210
146,2017-05-26 00:05:24.465212,36478045,39739780,HC..,238,210
147,2017-05-26 00:05:26.675061,36478045,39739780,HC..,238,210
148,2017-05-26 00:05:28.885553,36478045,39739780,HC..,238,220
149,2017-05-26 00:05:31.095359,36478046,39739780,HC..,238,210
150,2017-05-26 00:05:33.305528,36478046,39739780,HC..,238,200
151,2017-05-26 00:05:35.515369,36478046,39739780,HC..,238,210
152,2017-05-26 00:05:37.725940,36478046,39739780,HC..,238,210
153,2017-05-26 00:05:39.936074,36478046,39739780,HC..,238,210
154,2017-05-26 00:05:42.145963,36478046,39739780,HC..,238,210
155,2017-05-26 00:05:44.356439,36478046,39739780,HC..,238,210
156,2017-05-26 00:05:46.566128,36478046,39739780,HC..,238,200
157,2017-05-26 00:05:48.776465,36478047,39739780,HC..,239,200
158,2017-05-26 00:05:50.986335,36478047,39739780,HC..,239,210
159,2017-05-26 00:05:53.197005,36478047,39739780,HC..,239,210
160,2017-05-26 00:05:55.406985,36478047,39739780,HC..,239,210
161,2017-05-26 00:05:57.616951,36478047,39739780,HC..,239,210
162,2017-05-26 00:05:59.827399,36478047,39739780,HC..,239,210
163,2017-05-26 00:06:02.037458,36478047,39739780,HC..,239,210
164,2017-05-26 00:06:04.247906,36478047,39739780,HC..,239,210
165,2017-05-26 00:06:06.457673,36478048,39739780,HC..,239,210
166,2017-05-26 00:06:08.668138,36478048,39739780,HC..,239,210
167,2017-05-26 00:06:10.877938,36478048,39739780,HC..,239,210
168,2017-05-26 00:06:13.087954,36478048,39739780,HC..,239,210
169,2017-05-26 00:06:15.298242,36478048,39739780,HC..,239,210
170,2017-05-26 00:06:17.508146,36478048,39739780,HC..,239,210
171,2017-05-26 00:06:19.718369,36478048,39739780,HC..,239,200
172,2017-05-26 00:06:21.928598,36478048,39739780,HC..,239,200
173,2017-05-26 00:06:24.138905,36478049,39739780,HC..,239,200
174,2017-05-26 00:06:26.348998,36478049,39739780,HC..,239,210
175,2017-05-26 00:06:28.558933,36478049,39739780,HC..,239,210
176,2017-05-26 00:06:30.769295,36478049,39739780,HC..,239,210
177,2017-05-26 00:06:32.978980,36478049,39739780,HC..,239,210
178,2017-05-26 00:06:35.189520,36478049,39739780,HC..,239,200
179,2017-05-26 00:06:37.399156,36478049,39739780,HC..,238,200
180,2017-05-26 00:06:39.609714,36478049,39739780,HC..,239,210
181,2017-05-26 00:06:41.819816,36478050,39739780,HC..,238,220
182,2017-05-26 00:06:44.029724,36478050,39739780,HC..,239,210
183,2017-05-26 00:06:46.240028,36478050,39739780,HC..,239,210
184,2017-05-26 00:06:48.449934,36478050,39739780,HC..,238,200
185,2017-05-26 00:06:50.660608,36478050,39739780,HC..,238,210
186,2017-05-26 00:06:52.870460,36478050,39739780,HC..,238,200
187,2017-05-26 00:06:55.080780,36478050,39739780,HC..,238,200
188,2017-05-26 00:06:57.290865,36478050,39739780,HC..,238,210
189,2017-05-26 00:06:59.500664,36478051,39739780,HC..,238,210
190,2017-05-26 00:07:01.711202,36478051,39739780,HC..,238,210
191,2017-05-26 00:07:03.921118,36478051,39739780,HC..,238,200
192,2017-05-26 00:07:06.131514,36478051,39739780,HC..,238,210
193,2017-05-26 00:07:08.341025,36478051,39739780,HC..,238,210
194,2017-05-26 00:07:10.551764,36478051,39739780,HC..,238,210
195,2017-05-26 00:07:12.761879,36478051,39739780,HC..,238,210
196,2017-05-26 00:07:14.971619,36478051,39739780,HC..,238,210
197,2017-05-26 00:07:17.181932,36478051,39739780,HC..,238,210
198,2017-05-26 00:07:19.391830,36478052,39739780,HC..,238,210
199,2017-05-26 00:07:21.602157,36478052,39739780,HC..,238,210
200,2017-05-26 00:07:23.812067,36478052,39739780,HC..,238,210
201,2017-05-26 00:07:26.022701,36478052,39739780,HC..,238,210
202,2017-05-26 00:07:28.232667,36478052,39739780,HC..,238,220
203,2017-05-26 00:07:30.442563,36478052,39739780,HC..,238,210
204,2017-05-26 00:07:32.653240,36478052,39739780,HC..,238,200
205,2017-05-26 00:07:34.863124,36478052,39739780,HC..,238,210
206,2017-05-26 00:07:37.073305,36478053,39739780,HC..,238,200
207,2017-05-26 00:07:39.282965,36478053,39739780,HC..,238,210
208,2017-05-26 00:07:41.493499,36478053,39739780,HC..,238,210
209,2017-05-26 00:07:43.703647,36478053,39739780,HC..,238,210
210,2017-05-26 00:07:45.913598,36478053,39739780,HC..,238,210
211,2017-05-26 00:07:48.123827,36478053,39739780,HC..,238,200
212,2017-05-26 00:07:50.333801,36478053,39739780,HC..,238,200
213,2017-05-26 00:07:52.544023,36478053,39739780,HC..,238,210
214,2017-05-26 00:07:54.753922,36478054,39739780,HC..,238,210
215,2017-05-26 00:07:56.964660,36478054,39739780,HC..,238,210
216,2017-05-26 00:07:59.174587,36478054,39739780,HC..,238,200
217,2017-05-26 00:08:01.384435,36478054,39739780,HC..,238,210
218,2017-05-26 00:08:03.594951,36478054,39739780,HC..,238,210
219,2017-05-26 00:08:05.804657,36478054,39739780,HC..,238,230
220,2017-05-26 00:08:08.014955,36478054,39739780,HC..,238,210
221,2017-05-26 00:08:10.224852,36478054,39739780,HC..,239,200
222,2017-05-26 00:08:12.435397,36478055,39739780,HC..,239,210
223,2017-05-26 00:08:14.645551,36478055,39739780,HC..,239,210
224,2017-05-26 00:08:16.855389,36478055,39739780,HC..,238,210
225,2017-05-26 00:08:19.065856,36478055,39739780,HC..,238,200
226,2017-05-26 00:08:21.275740,36478055,39739780,HC..,238,210
227,2017-05-26 00:08:23.485960,36478055,39739780,HC..,238,220
228,2017-05-26 00:08:25.696169,36478055,39739780,HC..,238,210
229,2017-05-26 00:08:27.906507,36478055,39739780,HC..,239,210
230,2017-05-26 00:08:30.116595,36478056,39739780,HC..,239,210
231,2017-05-26 00:08:32.326323,36478056,39739780,HC..,239,210
232,2017-05-26 00:08:34.537054,36478056,39739780,HC..,239,210
233,2017-05-26 00:08:36.746526,36478056,39739780,HC..,239,200
234,2017-05-26 00:08:38.957358,36478056,39739780,HC..,239,200
235,2017-05-26 00:08:41.167102,36478056,39739780,HC..,239,210
236,2017-05-26 00:08:43.377703,36478056,39739780,HC..,239,200
237,2017-05-26 00:08:45.587548,36478056,39739780,HC..,239,210
238,2017-05-26 00:08:47.797280,36478057,39739780,HC..,239,210
239,2017-05-26 00:08:50.007595,36478057,39739780,HC..,239,210
240,2017-05-26 00:08:52.217479,36478057,39739780,HC..,239,210
241,2017-05-26 00:08:54.427858,36478057,39739780,HC..,238,210
242,2017-05-26 00:08:56.637681,36478057,39739780,HC..,238,210
243,2017-05-26 00:08:58.848367,36478057,39739780,HC..,238,210
244,2017-05-26 00:09:01.058357,36478057,39739780,HC..,238,210
245,2017-05-26 00:09:03.268358,36478057,39739780,HC..,238,210
246,2017-05-26 00:09:05.478970,36478058,39739780,HC..,238,210
247,2017-05-26 00:09:07.688798,36478058,39739780,HC..,239,210
248,2017-05-26 00:09:09.903915,36478058,39739780,HC..,238,210
249,2017-05-26 00:09:12.108985,36478058,39739780,HC..,238,210
250,2017-05-26 00:09:14.319193,36478058,39739780,HC..,238,220
251,2017-05-26 00:09:16.529419,36478058,39739780,HC..,238,200
252,2017-05-26 00:09:18.739213,36478058,39739780,HC..,238,200
253,2017-05-26 00:09:20.949663,36478058,39739780,HC..,238,200
254,2017-05-26 00:09:23.159374,36478058,39739780,HC..,238,200
255,2017-05-26 00:09:25.370376,36478059,39739780,HC..,238,200
256,2017-05-26 00:09:27.579584,36478059,39739780,HC..,238,210
257,2017-05-26 00:09:29.790497,36478059,39739780,HC..,238,200
258,2017-05-26 00:09:32.000343,36478059,39739780,HC..,238,200
259,2017-05-26 00:09:34.210139,36478059,39739780,HC..,238,200
260,2017-05-26 00:09:36.420674,36478059,39739780,HC..,238,210
261,2017-05-26 00:09:38.630519,36478059,39739780,HC..,238,210
262,2017-05-26 00:09:40.840670,36478059,39739780,HC..,238,200
263,2017-05-26 00:09:43.050506,36478060,39739780,HC..,238,210
264,2017-05-26 00:09:45.261059,36478060,39739780,HC..,238,210
265,2017-05-26 00:09:47.471348,36478060,39739780,HC..,239,170
266,2017-05-26 00:09:49.681204,36478060,39739780,HC..,239,150
267,2017-05-26 00:09:51.891428,36478060,39739780,HC..,238,140
268,2017-05-26 00:09:54.101391,36478060,39739780,HC..,239,140
269,2017-05-26 00:09:56.311598,36478060,39739780,HC..,239,140
270,2017-05-26 00:09:58.521815,36478060,39739780,HC..,239,140
271,2017-05-26 00:10:00.732191,36478060,39739780,HC..,239,140
272,2017-05-26 00:10:02.942143,36478060,39739780,HC..,239,140
273,2017-05-26 00:10:05.152134,36478060,39739780,HC..,239,140
274,2017-05-26 00:10:07.362540,36478061,39739780,HC..,239,140
275,2017-05-26 00:10:09.572610,36478061,39739780,HC..,239,150
276,2017-05-26 00:10:11.782747,36478061,39739780,HC..,238,150
277,2017-05-26 00:10:13.992594,36478061,39739780,HC..,238,150
278,2017-05-26 00:10:16.203320,36478061,39739780,HC..,239,140
279,2017-05-26 00:10:18.413186,36478061,39739780,HC..,239,130
280,2017-05-26 00:10:20.623081,36478061,39739780,HC..,238,130
281,2017-05-26 00:10:22.833279,36478061,39739780,HC..,239,140
282,2017-05-26 00:10:25.043284,36478061,39739780,HC..,238,150
283,2017-05-26 00:10:27.253504,36478061,39739780,HC..,238,140
284,2017-05-26 00:10:29.463725,36478061,39739780,HC..,239,140
285,2017-05-26 00:10:31.674060,36478061,39739780,HC..,238,140
286,2017-05-26 00:10:33.884147,36478061,39739780,HC..,238,140
287,2017-05-26 00:10:36.093903,36478062,39739780,HC..,238,140
288,2017-05-26 00:10:38.304582,36478062,39739780,HC..,238,150
289,2017-05-26 00:10:40.514426,36478062,39739780,HC..,238,150
290,2017-05-26 00:10:42.724845,36478062,39739780,HC..,238,140
291,2017-05-26 00:10:44.934767,36478062,39739780,HC..,239,140
292,2017-05-26 00:10:47.145119,36478062,39739780,HC..,239,150
293,2017-05-26 00:10:49.354947,36478062,39739780,HC..,239,140
294,2017-05-26 00:10:51.564861,36478062,39739780,HC..,239,150
295,2017-05-26 00:10:53.775316,36478062,39739780,HC..,239,150
296,2017-05-26 00:10:55.984996,36478062,39739780,HC..,239,150
297,2017-05-26 00:10:58.195391,36478062,39739780,HC..,239,140
298,2017-05-26 00:11:00.405267,36478062,39739780,HC..,239,140
299,2017-05-26 00:11:02.615908,36478062,39739780,HC..,239,140
300,2017-05-26 00:11:04.825952,36478063,39739780,HC..,239,130
301,2017-05-26 00:11:07.035888,36478063,39739780,HC..,238,140
302,2017-05-26 00:11:09.246327,36478063,39739780,HC..,239,130
303,2017-05-26 00:11:11.456208,36478063,39739780,HC..,239,140
304,2017-05-26 00:11:13.666304,36478063,39739780,HC..,239,140
305,2017-05-26 00:11:15.876602,36478063,39739780,HC..,239,140
306,2017-05-26 00:11:18.086883,36478063,39739780,HC..,238,140
307,2017-05-26 00:11:20.296981,36478063,39739780,HC..,239,150
308,2017-05-26 00:11:22.506836,36478063,39739780,HC..,239,140
309,2017-05-26 00:11:24.717204,36478063,39739780,HC..,239,150
310,2017-05-26 00:11:26.927041,36478063,39739780,HC..,239,150
311,2017-05-26 00:11:29.137261,36478063,39739780,HC..,239,140
312,2017-05-26 00:11:31.347139,36478063,39739780,HC..,239,140
313,2017-05-26 00:11:33.557821,36478064,39739780,HC..,239,140
314,2017-05-26 00:11:35.767815,36478064,39739780,HC..,239,140
315,2017-05-26 00:11:37.977816,36478064,39739780,HC..,239,140
316,2017-05-26 00:11:40.188045,36478064,39739780,HC..,239,140
317,2017-05-26 00:11:42.398081,36478064,39739780,HC..,239,140
318,2017-05-26 00:11:44.608455,36478064,39739780,HC..,239,140
319,2017-05-26 00:11:46.818580,36478064,39739780,HC..,239,140
320,2017-05-26 00:11:49.028965,36478064,39739780,HC..,239,140
321,2017-05-26 00:11:51.238782,36478064,39739780,HC..,239,140
322,2017-05-26 00:11:53.448609,36478064,39739780,HC..,239,140
323,2017-05-26 00:11:55.659078,36478064,39739780,HC..,239,150
324,2017-05-26 00:11:57.868848,36478064,39739780,HC..,239,140
325,2017-05-26 00:12:00.079575,36478064,39739780,HC..,238,150
326,2017-05-26 00:12:02.289390,36478065,39739780,HC..,239,140
327,2017-05-26 00:12:04.499712,36478065,39739780,HC..,238,140
328,2017-05-26 00:12:06.709802,36478065,39739780,HC..,238,150
329,2017-05-26 00:12:08.919545,36478065,39739780,HC..,238,150
330,2017-05-26 00:12:11.130271,36478065,39739780,HC..,239,140
331,2017-05-26 00:12:13.340114,36478065,39739780,HC..,238,140
332,2017-05-26 00:12:15.550532,36478065,39739780,HC..,239,140
333,2017-05-26 00:12:17.760377,36478065,39739780,HC..,239,140
334,2017-05-26 00:12:19.970481,36478065,39739780,HC..,238,140
335,2017-05-26 00:12:22.180813,36478065,39739780,HC..,238,140
336,2017-05-26 00:12:24.390511,36478065,39739780,HC..,238,140
337,2017-05-26 00:12:26.600794,36478065,39739780,HC..,238,140
338,2017-05-26 00:12:28.810701,36478065,39739780,HC..,238,140
339,2017-05-26 00:12:31.021063,36478066,39739780,HC..,238,140
340,2017-05-26 00:12:33.230901,36478066,39739780,HC..,238,140
341,2017-05-26 00:12:35.441603,36478066,39739780,HC..,238,150
342,2017-05-26 00:12:37.651576,36478066,39739780,HC..,238,140
343,2017-05-26 00:12:39.861562,36478066,39739780,HC..,238,150
344,2017-05-26 00:12:42.071820,36478066,39739780,HC..,238,180
345,2017-05-26 00:12:44.282004,36478066,39739780,HC..,238,140
346,2017-05-26 00:12:46.492317,36478066,39739780,HC..,238,140
347,2017-05-26 00:12:48.702422,36478066,39739780,HC..,238,130
348,2017-05-26 00:12:50.912416,36478066,39739780,HC..,239,150
349,2017-05-26 00:12:53.122623,36478066,39739780,HC..,239,140
350,2017-05-26 00:12:55.332524,36478066,39739780,HC..,239,140
351,2017-05-26 00:12:57.542724,36478066,39739780,HC..,239,140
352,2017-05-26 00:12:59.752566,36478067,39739780,HC..,239,140
353,2017-05-26 00:13:01.962934,36478067,39739780,HC..,239,140
354,2017-05-26 00:13:04.173156,36478067,39739780,HC..,239,140
355,2017-05-26 00:13:06.383600,36478067,39739780,HC..,239,140
356,2017-05-26 00:13:08.593475,36478067,39739780,HC..,239,150
357,2017-05-26 00:13:10.803358,36478067,39739780,HC..,239,150
358,2017-05-26 00:13:13.013880,36478067,39739780,HC..,239,140
359,2017-05-26 00:13:15.223724,36478067,39739780,HC..,239,140
360,2017-05-26 00:13:17.433901,36478067,39739780,HC..,239,130
361,2017-05-26 00:13:19.643718,36478067,39739780,HC..,239,140
362,2017-05-26 00:13:21.854410,36478067,39739780,HC..,239,140
363,2017-05-26 00:13:24.064411,36478067,39739780,HC..,239,150
364,2017-05-26 00:13:26.274400,36478067,39739780,HC..,239,140
365,2017-05-26 00:13:28.484775,36478068,39739780,HC..,239,140
366,2017-05-26 00:13:30.694623,36478068,39739780,HC..,239,140
367,2017-05-26 00:13:32.905182,36478068,39739780,HC..,239,140
368,2017-05-26 00:13:35.115249,36478068,39739780,HC..,239,140
369,2017-05-26 00:13:37.325334,36478068,39739780,HC..,239,150
370,2017-05-26 00:13:39.535348,36478068,39739780,HC..,239,150
371,2017-05-26 00:13:41.745232,36478068,39739780,HC..,239,140
372,2017-05-26 00:13:43.955769,36478068,39739780,HC..,239,150
373,2017-05-26 00:13:46.170751,36478068,39739780,HC..,239,150
374,2017-05-26 00:13:48.375777,36478068,39739780,HC..,239,130
375,2017-05-26 00:13:50.585983,36478068,39739780,HC..,239,160
376,2017-05-26 00:13:52.796178,36478068,39739780,HC..,239,150
377,2017-05-26 00:13:55.006378,36478068,39739780,HC..,239,140
378,2017-05-26 00:13:57.216169,36478069,39739780,HC..,239,150
379,2017-05-26 00:13:59.426666,36478069,39739780,HC..,239,140
380,2017-05-26 00:14:01.636353,36478069,39739780,HC..,239,140
381,2017-05-26 00:14:03.847334,36478069,39739780,HC..,239,140
382,2017-05-26 00:14:06.057110,36478069,39739780,HC..,239,140
383,2017-05-26 00:14:08.267220,36478069,39739780,HC..,239,150
384,2017-05-26 00:14:10.477224,36478069,39739780,HC..,239,140
385,2017-05-26 00:14:12.687285,36478069,39739780,HC..,239,130
386,2017-05-26 00:14:14.897782,36478069,39739780,HC..,239,140
387,2017-05-26 00:14:17.107316,36478069,39739780,HC..,239,140
388,2017-05-26 00:14:19.317629,36478069,39739780,HC..,239,140
389,2017-05-26 00:14:21.527520,36478069,39739780,HC..,239,140
390,2017-05-26 00:14:23.738407,36478069,39739780,HC..,239,150
391,2017-05-26 00:14:25.948217,36478070,39739780,HC..,239,140
392,2017-05-26 00:14:28.158156,36478070,39739780,HC..,239,150
393,2017-05-26 00:14:30.368376,36478070,39739780,HC..,239,140
394,2017-05-26 00:14:32.578355,36478070,39739780,HC..,239,140
395,2017-05-26 00:14:34.788992,36478070,39739780,HC..,239,130
396,2017-05-26 00:14:36.999037,36478070,39739780,HC..,239,140
397,2017-05-26 00:14:39.209139,36478070,39739780,HC..,239,140
398,2017-05-26 00:14:41.419165,36478070,39739780,HC..,239,140
399,2017-05-26 00:14:43.629004,36478070,39739780,HC..,239,140
400,2017-05-26 00:14:45.839596,36478070,39739780,HC..,239,140
401,2017-05-26 00:14:48.049401,36478070,39739780,HC..,239,140
402,2017-05-26 00:14:50.259503,36478070,39739780,HC..,239,140
403,2017-05-26 00:14:52.469410,36478071,39739780,HC..,239,150
404,2017-05-26 00:14:54.679938,36478071,39739780,HC..,239,140
405,2017-05-26 00:14:56.890252,36478071,39739780,HC..,239,150
406,2017-05-26 00:14:59.100022,36478071,39739780,HC..,239,140
407,2017-05-26 00:15:01.310387,36478071,39739780,HC..,239,140
408,2017-05-26 00:15:03.520231,36478071,39739780,HC..,239,140
409,2017-05-26 00:15:05.731043,36478071,39739780,HC..,239,140
